TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;SettlementDeadline
74;2024-03-04 00:13:23;89551939.75;15;0;14;0;3586;2024-03-04
75;2024-03-04 00:13:35;141501989.14;21;0;5;0;3967;2024-03-04
76;2024-03-04 00:13:38;35747198.07;19;0;26;0;5670;2024-03-04
77;2024-03-04 00:13:53;66335350.91;27;0;18;0;1820;2024-03-04
78;2024-03-04 00:13:57;98587274.43;6;0;2;0;1185;2024-03-04
79;2024-03-04 00:14:08;53345895.57;25;5;18;5;7046;2024-03-04
80;2024-03-04 00:14:08;234910285.77;1;8;11;8;4953;2024-03-04
81;2024-03-04 00:14:14;342931059.19;5;0;11;0;2794;2024-03-04
82;2024-03-04 00:14:17;298189436.95;20;0;26;0;4721;2024-03-04
83;2024-03-04 00:14:50;96848000.51;23;7;16;7;2896;2024-03-04
84;2024-03-04 00:14:51;224052032.42;26;0;3;0;5560;2024-03-04
85;2024-03-04 00:14:51;18162694.24;18;0;9;0;6408;2024-03-04
86;2024-03-04 00:15:04;116990446.67;18;0;2;0;1607;2024-03-04
87;2024-03-04 00:15:10;233096669.4;5;5;28;5;5218;2024-03-04
88;2024-03-04 00:15:28;19561500.84;14;7;22;7;6503;2024-03-04
89;2024-03-04 00:15:33;22195239.34;30;6;12;6;28;2024-03-04
90;2024-03-04 00:16:08;120422802.28;30;0;12;0;1130;2024-03-04
91;2024-03-04 00:16:12;90300846.32;10;7;6;7;2231;2024-03-04
92;2024-03-04 00:16:21;64585085.72;28;8;5;8;3226;2024-03-04
93;2024-03-04 00:16:24;235536476.49;28;0;29;0;4326;2024-03-04
94;2024-03-04 00:16:25;130502750.1;5;6;12;6;6125;2024-03-04
95;2024-03-04 00:16:27;121236214.67;1;0;30;0;1100;2024-03-04
96;2024-03-04 00:16:30;70796699.02;11;0;26;0;3343;2024-03-04
97;2024-03-04 00:16:42;69086230.39;4;5;22;5;1590;2024-03-04
98;2024-03-04 00:16:53;26597985.83;16;7;8;7;1741;2024-03-04
99;2024-03-04 00:16:55;235449310.83;26;2;10;2;2823;2024-03-04
100;2024-03-04 00:16:59;173192991.86;9;0;1;0;3366;2024-03-04
101;2024-03-04 00:17:10;79599605.92;23;0;4;0;6328;2024-03-04
102;2024-03-04 00:17:11;30245252.02;30;4;4;4;2187;2024-03-04
103;2024-03-04 00:18:02;159950329.67;7;8;2;8;4021;2024-03-04
104;2024-03-04 00:18:03;78258767.84;18;0;29;0;1835;2024-03-04
105;2024-03-04 00:18:06;88391491.02;19;1;25;1;5500;2024-03-04
106;2024-03-04 00:18:07;141386368.04;30;5;26;5;6263;2024-03-04
107;2024-03-04 00:18:21;154556302.34;30;0;21;0;7193;2024-03-04
108;2024-03-04 00:18:29;182054739.43;26;3;1;3;1644;2024-03-04
109;2024-03-04 00:18:43;78500523.15;24;0;5;0;2289;2024-03-04
110;2024-03-04 00:18:43;115997005.97;12;0;22;0;6575;2024-03-04
111;2024-03-04 00:18:53;156231699.45;3;0;29;0;4215;2024-03-04
112;2024-03-04 00:18:54;22018527.27;29;5;20;5;4845;2024-03-04
113;2024-03-04 00:18:56;120175027.14;7;0;19;0;6336;2024-03-04
114;2024-03-04 00:19:00;111012641.18;25;0;2;0;6393;2024-03-04
115;2024-03-04 00:19:09;107504768.66;3;1;19;1;882;2024-03-04
116;2024-03-04 00:19:21;278161783.66;7;2;28;2;7155;2024-03-04
117;2024-03-04 00:19:36;106756145.94;26;3;4;3;5461;2024-03-04
118;2024-03-04 00:19:38;21073014.9;13;1;27;1;6785;2024-03-04
119;2024-03-04 00:19:42;181115358.98;16;7;9;7;6273;2024-03-04
120;2024-03-04 00:19:44;86576788.37;29;2;21;2;2153;2024-03-04
121;2024-03-04 00:19:46;63023297.65;15;6;28;6;7077;2024-03-04
122;2024-03-04 00:20:03;364438205.82;28;7;5;7;6271;2024-03-04
123;2024-03-04 00:20:05;154311481.66;8;0;24;0;906;2024-03-04
124;2024-03-04 00:20:20;286944078.11;16;0;8;0;7110;2024-03-04
125;2024-03-04 00:20:29;285799443.91;2;5;15;5;5807;2024-03-04
126;2024-03-04 00:20:51;75047071.16;13;0;7;0;2860;2024-03-04
127;2024-03-04 00:21:35;159423756.6;13;0;23;0;5232;2024-03-04
128;2024-03-04 00:21:45;351008092.25;3;6;28;6;2177;2024-03-04
129;2024-03-04 00:21:47;101841944.63;15;1;2;1;67;2024-03-04
130;2024-03-04 00:22:36;117373704.49;28;4;23;4;506;2024-03-04
131;2024-03-04 00:22:42;226626500.04;21;0;24;0;2722;2024-03-04
132;2024-03-04 00:23:01;201675672.42;5;0;4;0;6910;2024-03-04
133;2024-03-04 00:23:03;71681264.98;12;0;11;0;3761;2024-03-04
134;2024-03-04 00:23:09;160823560.91;29;1;25;1;7035;2024-03-04
135;2024-03-04 00:23:23;100317102.48;10;7;20;7;891;2024-03-04
136;2024-03-04 00:23:42;208220435.52;29;0;8;0;6289;2024-03-04
137;2024-03-04 00:23:52;121352431.92;10;0;1;0;467;2024-03-04
138;2024-03-04 00:24:04;211676024.9;11;0;17;0;426;2024-03-04
139;2024-03-04 00:24:07;80491285.93;24;4;22;4;1859;2024-03-04
140;2024-03-04 00:24:08;62981021.07;17;0;2;0;6137;2024-03-04
141;2024-03-04 00:24:20;25824082.76;29;1;9;1;1351;2024-03-04
142;2024-03-04 00:24:21;144765101.34;28;0;20;0;1121;2024-03-04
143;2024-03-04 00:24:40;195165566.21;26;8;8;8;4801;2024-03-04
144;2024-03-04 00:24:41;163422435.91;1;0;7;0;6902;2024-03-04
145;2024-03-04 00:24:57;64282253.79;16;0;1;0;4370;2024-03-04
146;2024-03-04 00:24:58;252096015.33;9;5;20;5;1793;2024-03-04
147;2024-03-04 00:25:02;138928426.03;7;0;20;0;5606;2024-03-04
148;2024-03-04 00:25:04;95648610.72;14;0;16;0;2541;2024-03-04
149;2024-03-04 00:25:21;16381842.48;30;6;17;6;6826;2024-03-04
150;2024-03-04 00:25:25;321505893.61;3;0;19;0;4476;2024-03-04
151;2024-03-04 00:25:39;194242495.63;16;0;30;0;6140;2024-03-04
152;2024-03-04 00:25:40;22665595.42;18;0;3;0;6659;2024-03-04
153;2024-03-04 00:25:45;304406214.49;3;0;12;0;4008;2024-03-04
154;2024-03-04 00:25:51;37711359.35;25;0;8;0;5522;2024-03-04
155;2024-03-04 00:26:01;92589761.2;7;0;2;0;6310;2024-03-04
156;2024-03-04 00:26:12;96536568.74;28;6;6;6;3379;2024-03-04
157;2024-03-04 00:26:27;87698710.99;4;6;12;6;4812;2024-03-04
158;2024-03-04 00:26:47;281855296.34;2;2;14;2;3408;2024-03-04
159;2024-03-04 00:26:57;237853319.2;1;0;2;0;4304;2024-03-04
160;2024-03-04 00:26:58;153773802.95;2;0;26;0;5645;2024-03-04
161;2024-03-04 00:27:15;121144943.68;28;4;15;4;4944;2024-03-04
162;2024-03-04 00:27:44;21859745.34;26;1;23;1;2999;2024-03-04
163;2024-03-04 00:27:47;35206251.77;16;0;17;0;4290;2024-03-04
164;2024-03-04 00:28:15;73678169.0;4;2;18;2;5413;2024-03-04
165;2024-03-04 00:28:25;132885484.24;5;0;26;0;4602;2024-03-04
166;2024-03-04 00:28:27;272663061.9;15;0;28;0;3831;2024-03-04
167;2024-03-04 00:28:53;40099846.36;4;0;19;0;4127;2024-03-04
168;2024-03-04 00:29:02;235536476.49;29;2;28;2;4326;2024-03-04
169;2024-03-04 00:29:02;241494407.95;5;0;12;0;3266;2024-03-04
170;2024-03-04 00:29:23;135392452.33;18;3;2;3;6973;2024-03-04
171;2024-03-04 00:29:25;236608235.03;12;7;10;7;2057;2024-03-04
172;2024-03-04 00:29:25;205138793.74;11;0;13;0;3653;2024-03-04
173;2024-03-04 00:29:30;112839635.95;7;0;2;0;2310;2024-03-04
174;2024-03-04 00:30:06;106514639.66;17;6;10;6;5151;2024-03-04
175;2024-03-04 00:30:29;280421191.5;3;0;12;0;368;2024-03-04
176;2024-03-04 00:30:44;69747277.26;24;0;1;0;2272;2024-03-04
177;2024-03-04 00:31:04;275304320.5;8;5;3;5;3059;2024-03-04
178;2024-03-04 00:31:19;172556219.33;15;0;11;0;4041;2024-03-04
179;2024-03-04 00:31:24;64513207.86;11;5;8;5;3669;2024-03-04
180;2024-03-04 00:31:50;182915753.07;26;0;15;0;1040;2024-03-04
181;2024-03-04 00:32:01;121451934.32;16;1;12;1;7449;2024-03-04
182;2024-03-04 00:32:15;46686212.63;15;0;9;0;856;2024-03-04
183;2024-03-04 00:32:33;148283304.03;23;5;24;5;2626;2024-03-04
184;2024-03-04 00:32:46;76864851.71;27;2;4;2;5327;2024-03-04
185;2024-03-04 00:32:49;66669225.22;22;0;20;0;5452;2024-03-04
186;2024-03-04 00:33:21;80010967.45;23;1;29;1;3997;2024-03-04
187;2024-03-04 00:33:37;21576576.33;22;0;13;0;4258;2024-03-04
188;2024-03-04 00:33:38;247269445.96;28;0;16;0;588;2024-03-04
189;2024-03-04 00:33:38;23131425.4;7;2;14;2;3026;2024-03-04
190;2024-03-04 00:33:53;21034543.58;1;1;22;1;7445;2024-03-04
191;2024-03-04 00:34:07;338023516.59;5;0;26;0;3719;2024-03-04
192;2024-03-04 00:34:13;17999781.35;10;6;17;6;6005;2024-03-04
193;2024-03-04 00:34:20;105005021.19;15;5;25;5;2568;2024-03-04
194;2024-03-04 00:34:47;57751523.33;18;0;27;0;6467;2024-03-04
195;2024-03-04 00:34:50;13327621.5;21;7;18;7;1963;2024-03-04
196;2024-03-04 00:34:56;61108249.6;15;3;19;3;1063;2024-03-04
197;2024-03-04 00:34:58;201012399.82;5;0;21;0;5980;2024-03-04
198;2024-03-04 00:35:01;20997009.25;13;0;2;0;4753;2024-03-04
199;2024-03-04 00:35:22;44454581.97;17;0;9;0;5141;2024-03-04
200;2024-03-04 00:35:33;27437549.25;6;0;12;0;582;2024-03-04
201;2024-03-04 00:35:38;84856148.83;11;7;22;7;1452;2024-03-04
202;2024-03-04 00:35:50;131157100.97;2;0;12;0;6740;2024-03-04
203;2024-03-04 00:35:51;107585750.89;1;8;16;8;1980;2024-03-04
204;2024-03-04 00:36:17;141386368.04;26;0;30;0;6263;2024-03-04
205;2024-03-04 00:36:21;138936121.6;12;0;13;0;4035;2024-03-04
206;2024-03-04 00:36:24;82622209.9;18;0;8;0;6260;2024-03-04
207;2024-03-04 00:36:27;27056070.53;26;0;23;0;7078;2024-03-04
208;2024-03-04 00:36:34;30580097.89;27;3;7;3;3447;2024-03-04
209;2024-03-04 00:36:36;169564572.29;16;2;15;2;7016;2024-03-04
210;2024-03-04 00:36:50;91649682.23;30;7;4;7;1314;2024-03-04
211;2024-03-04 00:36:59;159721291.15;8;2;29;2;6763;2024-03-04
212;2024-03-04 00:37:04;68833594.87;13;0;24;0;3964;2024-03-04
213;2024-03-04 00:37:15;53206965.92;27;4;19;4;2604;2024-03-04
214;2024-03-04 00:37:20;25178220.49;17;0;3;0;5776;2024-03-04
215;2024-03-04 00:37:31;222424216.66;10;0;4;0;3792;2024-03-04
216;2024-03-04 00:37:35;136200622.08;9;4;13;4;5308;2024-03-04
217;2024-03-04 00:37:36;116331066.86;10;0;27;0;213;2024-03-04
218;2024-03-04 00:37:37;78066512.71;28;0;30;0;6779;2024-03-04
219;2024-03-04 00:37:43;50118078.28;8;5;29;5;136;2024-03-04
220;2024-03-04 00:37:45;66044189.51;9;0;25;0;6234;2024-03-04
221;2024-03-04 00:37:45;161317936.43;30;0;24;0;4891;2024-03-04
222;2024-03-04 00:37:45;29165112.58;7;0;10;0;2807;2024-03-04
223;2024-03-04 00:37:58;118802027.66;5;0;28;0;3909;2024-03-04
224;2024-03-04 00:38:18;48283512.2;22;2;17;2;5076;2024-03-04
225;2024-03-04 00:38:26;61074563.43;27;4;9;4;2938;2024-03-04
226;2024-03-04 00:38:29;221516854.93;11;0;17;0;5748;2024-03-04
227;2024-03-04 00:38:32;87161545.33;12;1;22;1;5276;2024-03-04
228;2024-03-04 00:38:34;21034543.58;22;0;1;0;7445;2024-03-04
229;2024-03-04 00:38:36;89569803.69;15;4;2;4;780;2024-03-04
230;2024-03-04 00:38:48;411132453.11;14;6;1;6;6294;2024-03-04
231;2024-03-04 00:38:55;32492704.78;3;0;20;0;3842;2024-03-04
232;2024-03-04 00:39:23;108841716.38;4;0;21;0;1345;2024-03-04
233;2024-03-04 00:39:24;70971666.92;26;7;6;7;4036;2024-03-04
234;2024-03-04 00:39:25;12339054.63;18;0;17;0;261;2024-03-04
235;2024-03-04 00:39:59;246780550.92;5;0;9;0;107;2024-03-04
236;2024-03-04 00:40:08;126733995.07;29;8;12;8;119;2024-03-04
237;2024-03-04 00:40:11;12371715.89;22;0;14;0;4730;2024-03-04
238;2024-03-04 00:40:23;117373704.49;23;0;28;0;506;2024-03-04
239;2024-03-04 00:40:28;145362894.51;2;5;28;5;5898;2024-03-04
240;2024-03-04 00:40:39;85934042.77;16;2;14;2;5579;2024-03-04
241;2024-03-04 00:40:55;8001208.99;22;0;2;0;2031;2024-03-04
242;2024-03-04 00:41:00;51613191.58;23;7;25;7;4649;2024-03-04
243;2024-03-04 00:41:28;114164899.51;25;2;27;2;7432;2024-03-04
244;2024-03-04 00:41:32;125148226.39;25;0;27;0;5944;2024-03-04
245;2024-03-04 00:42:02;48476348.96;8;0;11;0;3982;2024-03-04
246;2024-03-04 00:42:02;318568895.96;26;7;2;7;1436;2024-03-04
247;2024-03-04 00:42:03;363191025.65;1;3;20;3;5399;2024-03-04
248;2024-03-04 00:42:12;105814643.35;15;5;30;5;2868;2024-03-04
249;2024-03-04 00:42:19;56304351.21;2;1;22;1;4595;2024-03-04
250;2024-03-04 00:42:28;213031606.18;12;2;3;2;991;2024-03-04
251;2024-03-04 00:42:38;202012036.29;10;0;9;0;4709;2024-03-04
252;2024-03-04 00:42:41;91571723.99;30;0;9;0;1132;2024-03-04
253;2024-03-04 00:42:54;304732390.52;6;2;29;2;5739;2024-03-04
254;2024-03-04 00:42:58;108636864.81;4;6;12;6;7245;2024-03-04
255;2024-03-04 00:42:58;152244903.51;9;0;4;0;4914;2024-03-04
256;2024-03-04 00:43:40;57778837.16;29;7;24;7;3687;2024-03-04
257;2024-03-04 00:43:42;55986940.75;8;7;25;7;3233;2024-03-04
258;2024-03-04 00:43:45;220344670.33;24;8;13;8;242;2024-03-04
259;2024-03-04 00:44:00;218191607.8;9;0;17;0;552;2024-03-04
260;2024-03-04 00:44:00;79683345.18;2;6;28;6;1594;2024-03-04
261;2024-03-04 00:44:25;388272138.32;5;0;28;0;3545;2024-03-04
262;2024-03-04 00:44:33;133061016.98;23;0;29;0;3865;2024-03-04
263;2024-03-04 00:44:51;260921779.72;11;0;26;0;5350;2024-03-04
264;2024-03-04 00:45:02;252003418.87;15;0;5;0;5118;2024-03-04
265;2024-03-04 00:45:04;242463143.76;30;8;13;8;1661;2024-03-04
266;2024-03-04 00:45:11;18661043.14;10;8;27;8;1143;2024-03-04
267;2024-03-04 00:45:19;149009206.65;25;0;5;0;6020;2024-03-04
268;2024-03-04 00:45:22;338023516.59;26;6;5;6;3719;2024-03-04
269;2024-03-04 00:45:44;101349010.47;26;0;15;0;6500;2024-03-04
270;2024-03-04 00:46:03;150996667.13;21;1;29;1;1591;2024-03-04
271;2024-03-04 00:46:08;219809829.55;16;7;3;7;4046;2024-03-04
272;2024-03-04 00:46:16;224681579.53;1;0;29;0;6228;2024-03-04
273;2024-03-04 00:46:16;356183189.36;2;0;1;0;4938;2024-03-04
274;2024-03-04 00:46:26;12890670.79;14;8;8;8;222;2024-03-04
275;2024-03-04 00:46:46;199494254.82;5;4;21;4;5233;2024-03-04
276;2024-03-04 00:46:56;209456324.02;27;8;3;8;5286;2024-03-04
277;2024-03-04 00:47:07;50398536.62;22;0;7;0;5364;2024-03-04
278;2024-03-04 00:47:10;43435211.96;5;0;8;0;2949;2024-03-04
279;2024-03-04 00:47:24;239579042.11;16;6;1;6;2424;2024-03-04
280;2024-03-04 00:47:28;70307638.55;27;0;2;0;5005;2024-03-04
281;2024-03-04 00:47:31;136262330.54;7;2;27;2;7469;2024-03-04
282;2024-03-04 00:47:33;331734614.5;26;5;2;5;5268;2024-03-04
283;2024-03-04 00:47:34;26722724.47;30;7;17;7;6586;2024-03-04
284;2024-03-04 00:47:36;128876850.45;12;6;13;6;2026;2024-03-04
285;2024-03-04 00:47:39;74311374.29;22;0;29;0;6340;2024-03-04
286;2024-03-04 00:47:45;211484123.12;20;6;9;6;6381;2024-03-04
287;2024-03-04 00:47:47;101483845.78;17;1;19;1;5356;2024-03-04
288;2024-03-04 00:47:48;80122149.47;11;4;26;4;5975;2024-03-04
289;2024-03-04 00:47:56;94708070.75;19;7;4;7;7092;2024-03-04
290;2024-03-04 00:47:59;226541249.75;21;7;1;7;389;2024-03-04
291;2024-03-04 00:48:04;20257537.6;4;0;21;0;640;2024-03-04
292;2024-03-04 00:48:06;388272138.32;28;1;5;1;3545;2024-03-04
293;2024-03-04 00:48:15;56213174.12;17;0;25;0;4508;2024-03-04
294;2024-03-04 00:48:50;142222788.41;13;0;30;0;3069;2024-03-04
295;2024-03-04 00:48:55;22118066.17;7;6;21;6;2843;2024-03-04
296;2024-03-04 00:48:56;189457525.08;19;4;26;4;5783;2024-03-04
297;2024-03-04 00:49:01;56653375.73;21;7;28;7;5833;2024-03-04
298;2024-03-04 00:49:02;112049985.47;24;0;1;0;5195;2024-03-04
299;2024-03-04 00:49:35;102431848.59;21;5;13;5;5543;2024-03-04
300;2024-03-04 00:49:37;105865277.48;13;5;9;5;1547;2024-03-04
301;2024-03-04 00:49:49;80688080.91;7;0;5;0;55;2024-03-04
302;2024-03-04 00:49:53;165711366.79;1;0;16;0;7010;2024-03-04
303;2024-03-04 00:50:08;143438287.39;13;3;27;3;1847;2024-03-04
304;2024-03-04 00:50:11;147754456.96;15;2;11;2;6349;2024-03-04
305;2024-03-04 00:50:24;333903968.43;8;3;1;3;5481;2024-03-04
306;2024-03-04 00:50:30;179659514.19;26;0;1;0;2987;2024-03-04
307;2024-03-04 00:50:31;196665148.6;29;0;3;0;1939;2024-03-04
308;2024-03-04 00:50:57;113746643.47;4;0;7;0;6220;2024-03-04
309;2024-03-04 00:51:11;70413042.94;22;5;18;5;7466;2024-03-04
310;2024-03-04 00:51:56;43435211.96;8;7;5;7;2949;2024-03-04
311;2024-03-04 00:51:57;331734614.5;2;0;26;0;5268;2024-03-04
312;2024-03-04 00:52:03;202012036.29;9;2;10;2;4709;2024-03-04
313;2024-03-04 00:52:28;39333945.32;16;6;17;6;570;2024-03-04
314;2024-03-04 00:52:34;44100959.68;17;0;3;0;295;2024-03-04
315;2024-03-04 00:52:38;84905557.27;18;0;17;0;2419;2024-03-04
316;2024-03-04 00:52:41;240256383.45;11;0;25;0;7430;2024-03-04
317;2024-03-04 00:52:45;89522558.74;1;1;23;1;2089;2024-03-04
318;2024-03-04 00:52:52;139895561.25;18;0;15;0;6295;2024-03-04
319;2024-03-04 00:52:57;72668571.24;20;0;8;0;1278;2024-03-04
320;2024-03-04 00:53:02;66924459.77;17;0;2;0;7064;2024-03-04
321;2024-03-04 00:53:11;7889890.94;4;0;25;0;122;2024-03-04
322;2024-03-04 00:53:16;316090730.12;16;0;22;0;4227;2024-03-04
323;2024-03-04 00:53:17;105966597.4;19;0;23;0;6003;2024-03-04
324;2024-03-04 00:53:21;140979241.03;19;1;30;1;1295;2024-03-04
325;2024-03-04 00:53:27;62060725.8;3;2;23;2;1176;2024-03-04
326;2024-03-04 00:53:53;308693552.5;10;6;16;6;5021;2024-03-04
327;2024-03-04 00:54:01;12026093.9;6;0;27;0;5646;2024-03-04
328;2024-03-04 00:54:02;39780067.83;29;0;9;0;4593;2024-03-04
329;2024-03-04 00:54:06;221236341.83;11;3;10;3;5058;2024-03-04
330;2024-03-04 00:54:17;41972736.93;19;5;17;5;6152;2024-03-04
331;2024-03-04 00:54:33;128868827.56;2;1;14;1;7198;2024-03-04
332;2024-03-04 00:54:48;89551939.75;14;6;15;6;3586;2024-03-04
333;2024-03-04 00:54:49;155619056.81;3;0;18;0;1163;2024-03-04
334;2024-03-04 00:55:09;127110595.1;19;1;24;1;5337;2024-03-04
335;2024-03-04 00:55:17;117636644.65;22;5;1;5;3499;2024-03-04
336;2024-03-04 00:55:38;61225029.21;12;2;4;2;1685;2024-03-04
337;2024-03-04 00:55:40;182054739.43;1;0;26;0;1644;2024-03-04
338;2024-03-04 00:55:41;62652332.66;18;7;17;7;599;2024-03-04
339;2024-03-04 00:55:57;27284355.33;4;0;30;0;4618;2024-03-04
340;2024-03-04 00:56:05;160785232.1;16;5;26;5;2882;2024-03-04
341;2024-03-04 00:56:28;145324427.1;20;6;27;6;7299;2024-03-04
342;2024-03-04 00:56:37;70796699.02;26;1;11;1;3343;2024-03-04
343;2024-03-04 00:56:54;63905668.95;20;2;6;2;3811;2024-03-04
344;2024-03-04 00:57:05;260921887.41;15;0;12;0;635;2024-03-04
345;2024-03-04 00:57:08;220860290.72;13;7;16;7;5727;2024-03-04
346;2024-03-04 00:57:16;336046423.5;2;0;26;0;4442;2024-03-04
347;2024-03-04 00:57:36;60334303.25;15;0;28;0;5596;2024-03-04
348;2024-03-04 00:57:40;162628377.51;30;6;12;6;5230;2024-03-04
349;2024-03-04 00:57:52;243720788.69;9;0;30;0;1787;2024-03-04
350;2024-03-04 00:58:02;112310686.14;18;4;23;4;484;2024-03-04
351;2024-03-04 00:58:03;240269182.88;4;8;10;8;6448;2024-03-04
352;2024-03-04 00:58:11;83082445.85;4;0;12;0;4977;2024-03-04
353;2024-03-04 00:58:15;79829690.21;10;7;6;7;7251;2024-03-04
354;2024-03-04 00:58:27;60003176.26;13;0;19;0;5329;2024-03-04
355;2024-03-04 00:58:34;82774452.65;28;5;22;5;3258;2024-03-04
356;2024-03-04 00:59:55;109626009.13;18;1;12;1;1138;2024-03-04
357;2024-03-04 01:00:14;60589871.0;4;0;25;0;4380;2024-03-04
