TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode
150;2024-01-01 02:09:55;33105244.74;3;4;8;4;846
151;2024-01-01 02:10:20;59048319.09;7;0;8;0;676
152;2024-01-01 02:10:32;32316677.84;7;0;6;0;1020
153;2024-01-01 02:11:05;36745480.88;6;0;2;0;905
154;2024-01-01 02:11:14;19672323.87;4;1;8;1;1220
155;2024-01-01 02:11:52;68744475.15;6;2;2;2;261
156;2024-01-01 02:12:28;13218453.87;1;4;7;4;804
157;2024-01-01 02:12:51;162771741.65;5;0;2;0;185
158;2024-01-01 02:13:03;13462072.43;4;1;2;1;317
159;2024-01-01 02:13:06;127782337.0;4;0;2;0;307
160;2024-01-01 02:13:23;13703826.67;2;0;7;0;1198
161;2024-01-01 02:13:37;110488536.18;7;2;4;2;402
162;2024-01-01 02:13:37;78630456.4;2;0;3;0;1087
163;2024-01-01 02:13:45;36748623.25;5;4;1;4;506
164;2024-01-01 02:13:55;66154634.29;4;3;2;3;633
165;2024-01-01 02:13:58;73036793.36;4;2;3;2;302
166;2024-01-01 02:14:03;62724922.44;8;2;6;2;822
167;2024-01-01 02:14:25;31501666.65;5;0;3;0;1028
168;2024-01-01 02:14:31;61356694.07;2;2;3;2;885
169;2024-01-01 02:14:49;89440214.23;6;1;8;1;38
170;2024-01-01 02:14:58;90033897.46;7;1;3;1;837
171;2024-01-01 02:15:08;72293148.12;4;4;7;4;898
172;2024-01-01 02:15:17;101664510.03;3;4;2;4;776
173;2024-01-01 02:15:27;120616601.15;2;1;1;1;238
174;2024-01-01 02:15:29;77610146.1;3;2;6;2;394
175;2024-01-01 02:15:29;100590300.57;1;0;3;0;1015
176;2024-01-01 02:15:40;36241496.67;7;1;2;1;777
177;2024-01-01 02:15:47;49588710.5;7;0;6;0;945
178;2024-01-01 02:16:01;45407135.94;3;1;7;1;992
179;2024-01-01 02:16:01;88412982.3;3;0;5;0;41
180;2024-01-01 02:16:37;57860715.31;6;3;5;3;507
181;2024-01-01 02:16:37;68468486.19;2;2;8;2;1161
182;2024-01-01 02:17:03;25287274.82;2;1;4;1;339
183;2024-01-01 02:17:10;6819136.69;6;0;1;0;18
184;2024-01-01 02:17:27;40363360.88;2;3;6;3;275
185;2024-01-01 02:18:06;84361250.31;6;0;8;0;68
186;2024-01-01 02:18:25;30209064.63;5;4;7;4;289
187;2024-01-01 02:18:40;50784314.85;7;1;4;1;407
188;2024-01-01 02:18:52;94409875.41;3;0;1;0;749
189;2024-01-01 02:19:15;124223638.21;7;4;1;4;1067
190;2024-01-01 02:19:19;8126531.68;6;1;1;1;681
191;2024-01-01 02:19:42;92569420.14;5;4;8;4;232
192;2024-01-01 02:20:21;32765999.45;4;0;8;0;1064
193;2024-01-01 02:20:29;18929352.88;6;1;8;1;1116
194;2024-01-01 02:20:47;90776486.23;5;3;6;3;918
195;2024-01-01 02:22:52;47060873.55;5;4;8;4;913
196;2024-01-01 02:23:10;27921252.91;2;4;3;4;739
197;2024-01-01 02:23:28;107800843.04;3;0;6;0;161
198;2024-01-01 02:23:29;60203540.25;2;0;7;0;848
199;2024-01-01 02:23:30;149072358.31;5;0;7;0;470
200;2024-01-01 02:23:44;122157646.44;2;2;4;2;690
201;2024-01-01 02:24:17;8791802.57;3;3;4;3;1122
202;2024-01-01 02:24:24;37148754.65;4;0;3;0;784
203;2024-01-01 02:24:24;48426947.41;1;4;5;4;251
204;2024-01-01 02:25:04;36193839.56;7;0;1;0;1061
205;2024-01-01 02:25:23;82587882.63;2;2;8;2;703
206;2024-01-01 02:25:42;114312638.74;3;4;8;4;524
207;2024-01-01 02:25:52;26529636.71;7;0;1;0;10
208;2024-01-01 02:25:54;100734880.66;1;3;4;3;356
209;2024-01-01 02:26:10;52899566.47;3;0;2;0;1003
210;2024-01-01 02:26:39;68675956.93;1;2;8;2;51
211;2024-01-01 02:26:55;94312029.11;4;0;1;0;395
212;2024-01-01 02:27:08;78312285.94;6;2;1;2;1163
213;2024-01-01 02:27:24;128054367.39;5;0;4;0;449
214;2024-01-01 02:27:55;11503235.89;3;0;2;0;1213
215;2024-01-01 02:28:05;90218247.91;2;0;1;0;252
216;2024-01-01 02:28:12;36141262.94;1;0;4;0;522
217;2024-01-01 02:28:13;73127111.77;5;0;7;0;675
218;2024-01-01 02:28:45;38394238.06;1;2;2;2;1073
219;2024-01-01 02:29:11;26130538.33;5;2;2;2;194
220;2024-01-01 02:29:17;26194499.36;7;0;8;0;127
221;2024-01-01 02:29:28;45493392.15;8;4;3;4;361
222;2024-01-01 02:29:33;56376112.79;3;0;7;0;974
223;2024-01-01 02:29:35;90776486.23;6;0;5;0;918
224;2024-01-01 02:30:01;149827666.57;3;1;5;1;67
225;2024-01-01 02:31:19;67911307.37;1;2;3;2;712
226;2024-01-01 02:31:28;30468530.55;8;1;3;1;691
227;2024-01-01 02:31:39;38528661.37;8;3;7;3;197
228;2024-01-01 02:31:47;75291315.27;1;4;6;4;903
229;2024-01-01 02:32:09;16076985.51;7;1;4;1;860
230;2024-01-01 02:32:13;136623527.99;5;0;4;0;65
231;2024-01-01 02:32:32;18121935.92;3;3;2;3;440
232;2024-01-01 02:33:02;112340333.27;8;0;7;0;1181
233;2024-01-01 02:33:50;11479978.58;3;2;2;2;929
234;2024-01-01 02:34:19;61325875.25;8;0;7;0;1030
235;2024-01-01 02:34:34;77270447.15;5;3;1;3;612
236;2024-01-01 02:34:53;21053410.57;3;2;8;2;1021
237;2024-01-01 02:35:06;30277988.9;3;2;1;2;640
238;2024-01-01 02:35:15;144337286.07;3;3;4;3;1152
239;2024-01-01 02:35:45;71497505.17;5;3;3;3;695
240;2024-01-01 02:35:50;85710383.57;4;4;3;4;461
241;2024-01-01 02:35:52;34612281.37;1;0;6;0;249
242;2024-01-01 02:36:04;84913208.31;5;3;4;3;1145
243;2024-01-01 02:36:14;133679255.78;4;0;2;0;698
244;2024-01-01 02:36:34;125326960.62;2;1;1;1;262
245;2024-01-01 02:37:17;87014804.28;1;0;7;0;167
246;2024-01-01 02:37:17;47426086.71;5;0;8;0;256
247;2024-01-01 02:37:34;70241291.32;4;0;3;0;704
248;2024-01-01 02:37:48;66471644.46;8;0;6;0;617
249;2024-01-01 02:38:10;128997188.49;4;1;1;1;170
250;2024-01-01 02:38:27;33794450.78;1;2;7;2;1079
251;2024-01-01 02:39:09;9499555.47;2;0;7;0;284
252;2024-01-01 02:39:19;37997899.26;4;0;5;0;728
253;2024-01-01 02:39:24;84541855.03;6;0;5;0;45
254;2024-01-01 02:39:33;117302629.66;2;2;5;2;91
255;2024-01-01 02:39:33;61950851.7;1;3;6;3;26
256;2024-01-01 02:39:42;16811873.79;4;0;6;0;732
257;2024-01-01 02:40:26;8629023.39;7;0;3;0;663
258;2024-01-01 02:41:20;10346129.04;8;0;1;0;1123
259;2024-01-01 02:41:45;90989221.95;4;3;1;3;660
260;2024-01-01 02:42:01;112371418.68;8;0;5;0;1098
261;2024-01-01 02:42:20;34767225.9;7;0;3;0;964
262;2024-01-01 02:42:32;76751408.1;2;0;5;0;1214
263;2024-01-01 02:42:49;17593474.32;7;1;3;1;665
264;2024-01-01 02:42:53;104199223.85;6;0;3;0;1177
265;2024-01-01 02:43:15;94409875.41;1;2;3;2;749
266;2024-01-01 02:43:18;36291021.12;2;1;3;1;1243
267;2024-01-01 02:43:37;10856572.21;4;3;5;3;1088
268;2024-01-01 02:43:49;46199287.56;7;0;6;0;700
269;2024-01-01 02:44:22;51333424.62;4;3;2;3;953
270;2024-01-01 02:45:13;48278190.74;8;0;3;0;922
271;2024-01-01 02:46:04;49588710.5;6;3;7;3;945
272;2024-01-01 02:46:05;72280008.87;4;4;7;4;880
273;2024-01-01 02:47:00;90540058.51;8;3;7;3;649
274;2024-01-01 02:47:05;72723165.33;2;0;7;0;1040
275;2024-01-01 02:47:09;60258270.35;1;4;3;4;962
276;2024-01-01 02:47:30;34718628.55;4;1;3;1;798
277;2024-01-01 02:48:13;100734880.66;4;0;1;0;356
278;2024-01-01 02:48:20;110557847.51;3;4;8;4;910
279;2024-01-01 02:48:22;74423040.01;3;3;2;3;329
280;2024-01-01 02:48:38;12361164.85;8;0;2;0;227
281;2024-01-01 02:48:42;76125353.84;2;2;8;2;98
282;2024-01-01 02:49:04;102216139.38;2;4;1;4;173
283;2024-01-01 02:49:50;77306014.7;4;0;3;0;661
284;2024-01-01 02:50:01;55401825.92;4;1;1;1;1046
285;2024-01-01 02:50:08;58922592.73;6;0;7;0;539
286;2024-01-01 02:50:10;102328105.59;8;4;3;4;79
287;2024-01-01 02:50:22;42051742.59;6;0;5;0;833
288;2024-01-01 02:50:32;93025379.65;8;4;2;4;652
289;2024-01-01 02:51:25;25138394.96;2;0;5;0;206
290;2024-01-01 02:51:29;38037672.29;8;0;4;0;666
291;2024-01-01 02:51:57;103959359.27;8;0;2;0;475
292;2024-01-01 02:52:04;119247745.87;7;3;1;3;820
293;2024-01-01 02:52:46;40295699.52;8;0;4;0;24
294;2024-01-01 02:54:31;23287575.4;3;0;7;0;1151
295;2024-01-01 02:54:36;117302629.66;5;0;2;0;91
296;2024-01-01 02:55:10;67414814.99;5;1;3;1;225
297;2024-01-01 02:56:49;49908924.43;2;2;1;2;187
298;2024-01-01 02:57:14;98566931.37;1;4;6;4;764
299;2024-01-01 02:57:33;22804715.4;7;1;5;1;309
300;2024-01-01 02:57:37;18283261.95;6;0;5;0;352
301;2024-01-01 02:57:45;125326960.62;1;0;2;0;262
302;2024-01-01 02:58:07;52329847.14;2;2;6;2;234
303;2024-01-01 02:58:19;75774149.24;3;0;1;0;757
304;2024-01-01 02:58:27;87088400.67;2;0;1;0;433
305;2024-01-01 02:58:50;44628500.69;3;0;2;0;441
306;2024-01-01 02:58:51;93977542.29;4;2;8;2;315
307;2024-01-01 02:59:06;155189255.83;1;2;4;2;773
308;2024-01-01 02:59:30;51938769.21;5;0;4;0;587
309;2024-01-01 02:59:54;106300230.9;5;0;4;0;88
310;2024-01-01 03:00:02;45493392.15;3;0;8;0;361
311;2024-01-01 03:00:04;112170026.26;3;0;6;0;1223
312;2024-01-01 03:00:05;6729865.63;1;1;7;1;1052
313;2024-01-01 03:00:06;27762866.31;2;0;5;0;648
314;2024-01-01 03:00:14;68614044.65;3;2;7;2;1095
315;2024-01-01 03:00:15;20767541.86;5;1;7;1;933
316;2024-01-01 03:00:48;128454144.6;1;0;5;0;868
317;2024-01-01 03:00:51;11266508.12;7;2;2;2;631
318;2024-01-01 03:01:30;77221252.08;4;1;7;1;411
319;2024-01-01 03:01:33;53986440.96;3;0;5;0;1221
320;2024-01-01 03:01:45;36441134.15;3;2;6;2;894
321;2024-01-01 03:01:52;103756434.48;8;2;1;2;536
322;2024-01-01 03:02:07;54438553.61;2;2;4;2;899
323;2024-01-01 03:02:11;14049755.29;8;0;6;0;16
324;2024-01-01 03:02:25;53815789.72;1;0;4;0;223
325;2024-01-01 03:02:27;9572339.84;4;0;1;0;153
326;2024-01-01 03:02:47;111669474.29;4;4;5;4;897
327;2024-01-01 03:03:10;69913558.88;2;1;1;1;1066
328;2024-01-01 03:03:58;30519581.29;3;3;6;3;1182
329;2024-01-01 03:05:50;15531955.54;6;0;1;0;95
330;2024-01-01 03:06:13;61541175.85;5;1;6;1;1120
331;2024-01-01 03:06:36;30678004.42;3;3;8;3;455
332;2024-01-01 03:06:59;167492743.55;5;0;1;0;148
333;2024-01-01 03:07:04;73127111.77;7;2;5;2;675
334;2024-01-01 03:07:39;61541175.85;6;0;5;0;1120
335;2024-01-01 03:07:41;90005153.24;2;0;6;0;620
336;2024-01-01 03:07:47;7531199.52;7;0;6;0;353
337;2024-01-01 03:08:39;17723553.4;4;3;7;3;208
338;2024-01-01 03:08:56;87150972.18;7;0;4;0;839
339;2024-01-01 03:09:06;63819141.45;5;1;2;1;887
340;2024-01-01 03:09:07;30318673.74;1;0;5;0;735
341;2024-01-01 03:09:09;34612281.37;6;1;1;1;249
342;2024-01-01 03:09:23;59653474.64;8;0;1;0;386
343;2024-01-01 03:09:27;92577817.01;3;3;5;3;460
344;2024-01-01 03:09:36;22550133.77;7;2;5;2;755
345;2024-01-01 03:10:18;104255304.14;2;0;3;0;444
346;2024-01-01 03:11:08;71794332.62;2;2;7;2;82
347;2024-01-01 03:11:12;43923446.28;2;4;5;4;363
348;2024-01-01 03:11:21;94154849.04;6;3;2;3;1186
349;2024-01-01 03:11:36;32976710.07;6;0;1;0;382
350;2024-01-01 03:11:53;76703548.99;8;2;4;2;627
351;2024-01-01 03:12:39;82637008.88;5;1;6;1;623
352;2024-01-01 03:12:51;66154634.29;2;0;4;0;633
353;2024-01-01 03:12:59;99729446.38;5;0;2;0;715
354;2024-01-01 03:13:05;100562837.36;3;3;6;3;108
355;2024-01-01 03:13:06;51613356.62;2;0;1;0;825
356;2024-01-01 03:13:22;80496299.81;2;0;7;0;182
357;2024-01-01 03:13:42;115943752.03;1;0;3;0;255
358;2024-01-01 03:14:32;83992233.82;7;0;5;0;817
359;2024-01-01 03:14:35;89884146.87;2;1;7;1;393
360;2024-01-01 03:14:36;68128557.17;5;0;2;0;119
361;2024-01-01 03:14:37;16239823.14;2;0;6;0;952
362;2024-01-01 03:14:41;43252647.2;3;0;6;0;295
363;2024-01-01 03:15:10;103331600.27;5;0;7;0;490
364;2024-01-01 03:15:24;34912222.51;3;0;7;0;1036
365;2024-01-01 03:15:51;90457417.1;6;0;4;0;724
366;2024-01-01 03:15:55;99902790.11;7;2;5;2;771
367;2024-01-01 03:15:58;153823575.67;4;0;2;0;951
368;2024-01-01 03:16:09;104742687.38;5;2;8;2;896
369;2024-01-01 03:16:24;123447128.42;4;0;7;0;230
370;2024-01-01 03:16:27;33105244.74;8;0;3;0;846
371;2024-01-01 03:16:54;58668624.2;6;4;4;4;874
372;2024-01-01 03:16:59;66421559.36;8;1;2;1;143
373;2024-01-01 03:17:03;76703548.99;4;0;8;0;627
374;2024-01-01 03:17:19;74321568.04;1;3;4;3;50
375;2024-01-01 03:17:44;58877246.29;2;0;4;0;671
376;2024-01-01 03:18:18;25484699.88;4;0;6;0;1202
377;2024-01-01 03:18:19;102328105.59;3;0;8;0;79
378;2024-01-01 03:18:37;90695900.47;8;0;3;0;722
379;2024-01-01 03:18:44;77635184.87;6;2;2;2;152
380;2024-01-01 03:20:01;69125549.23;8;0;3;0;1146
381;2024-01-01 03:20:02;102660459.1;5;4;1;4;147
382;2024-01-01 03:20:16;34403657.01;5;1;1;1;1118
383;2024-01-01 03:21:01;99364824.0;6;0;7;0;1017
384;2024-01-01 03:21:02;120034434.44;5;0;2;0;1192
385;2024-01-01 03:21:10;41248461.42;3;0;7;0;482
386;2024-01-01 03:21:25;49447171.4;1;1;7;1;1111
387;2024-01-01 03:21:37;109453817.47;5;0;8;0;1045
388;2024-01-01 03:22:12;34010064.91;2;2;6;2;436
389;2024-01-01 03:22:37;140034299.03;5;0;4;0;429
390;2024-01-01 03:22:57;37148754.65;3;3;4;3;784
391;2024-01-01 03:23:14;69324246.23;6;1;7;1;1244
392;2024-01-01 03:24:16;49447171.4;7;0;1;0;1111
393;2024-01-01 03:24:48;47262580.62;1;0;4;0;390
394;2024-01-01 03:25:59;77635184.87;2;0;6;0;152
395;2024-01-01 03:26:00;148075885.02;5;0;2;0;1025
396;2024-01-01 03:26:14;41886355.4;2;1;8;1;814
397;2024-01-01 03:26:20;64027056.23;6;4;2;4;1142
398;2024-01-01 03:26:42;92577817.01;5;0;3;0;460
399;2024-01-01 03:27:07;19677183.94;5;0;6;0;471
400;2024-01-01 03:27:47;74607566.89;3;0;2;0;54
401;2024-01-01 03:28:27;43258723.51;1;3;3;3;134
402;2024-01-01 03:28:42;80171876.48;1;4;6;4;203
403;2024-01-01 03:29:23;125818177.93;5;0;2;0;611
404;2024-01-01 03:29:25;66040468.03;6;4;8;4;114
405;2024-01-01 03:29:40;70913621.33;4;2;6;2;367
406;2024-01-01 03:30:46;11401949.7;2;2;8;2;438
407;2024-01-01 03:31:08;115838282.51;3;0;1;0;111
408;2024-01-01 03:31:43;88353818.4;3;4;6;4;672
409;2024-01-01 03:33:04;27329819.1;4;1;8;1;180
410;2024-01-01 03:33:28;110488536.18;4;0;7;0;402
411;2024-01-01 03:33:58;76028721.98;5;1;7;1;966
412;2024-01-01 03:33:59;40674713.2;7;0;1;0;866
413;2024-01-01 03:34:08;95452907.61;6;0;4;0;504
414;2024-01-01 03:34:31;50408960.08;2;0;3;0;1178
415;2024-01-01 03:35:13;44281628.99;7;0;8;0;928
416;2024-01-01 03:35:24;88412982.3;5;3;3;3;41
417;2024-01-01 03:35:49;96423730.07;2;3;3;3;865
418;2024-01-01 03:35:52;64164997.41;7;0;2;0;528
419;2024-01-01 03:36:35;64708103.91;3;0;6;0;647
420;2024-01-01 03:36:58;54955491.92;4;4;1;4;107
421;2024-01-01 03:37:22;36193839.56;1;1;7;1;1061
422;2024-01-01 03:37:24;36691724.99;2;0;4;0;963
423;2024-01-01 03:37:33;17930811.96;8;1;4;1;1124
424;2024-01-01 03:37:40;83103710.85;7;0;2;0;58
425;2024-01-01 03:37:49;36748623.25;1;0;5;0;506
426;2024-01-01 03:37:49;33544846.45;4;3;6;3;518
427;2024-01-01 03:38:05;78614858.89;8;1;6;1;1216
428;2024-01-01 03:38:24;70105500.4;1;0;2;0;257
429;2024-01-01 03:39:18;137429622.22;5;0;6;0;135
430;2024-01-01 03:39:34;29452606.28;4;1;3;1;128
431;2024-01-01 03:40:05;20322394.98;3;4;1;4;908
432;2024-01-01 03:41:11;11266508.12;2;0;7;0;631
433;2024-01-01 03:43:07;38291580.57;4;0;5;0;912
434;2024-01-01 03:43:23;92783253.8;2;0;7;0;177
435;2024-01-01 03:43:36;119247745.87;1;0;7;0;820
436;2024-01-01 03:45:44;78530292.02;3;4;8;4;526
437;2024-01-01 03:46:16;57178212.56;1;4;4;4;1026
438;2024-01-01 03:46:34;18826312.32;7;0;4;0;6
439;2024-01-01 03:46:35;56118240.5;4;3;7;3;845
440;2024-01-01 03:47:27;47908457.1;1;0;6;0;15
441;2024-01-01 03:48:32;96996350.75;6;0;8;0;1165
442;2024-01-01 03:48:37;26056080.15;6;1;3;1;155
443;2024-01-01 03:48:39;69125549.23;3;4;8;4;1146
444;2024-01-01 03:48:41;46910988.84;4;2;1;2;439
445;2024-01-01 03:48:59;13590979.38;2;0;7;0;1070
