TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;SettlementDeadline
114;2024-03-01 03:47:12;118705537.08;7;0;2;0;384;2024-03-02
115;2024-03-01 03:55:37;39125712.38;4;3;1;3;351;2024-03-02
116;2024-03-01 04:01:51;81049122.33;2;0;4;0;291;2024-03-02
117;2024-03-01 04:01:51;21967833.68;3;1;1;1;274;2024-03-01
118;2024-03-01 04:06:21;19554390.24;2;3;1;3;210;2024-03-02
119;2024-03-01 04:06:24;54739635.33;1;3;6;3;374;2024-03-01
120;2024-03-01 04:11:12;77157010.11;6;0;8;0;489;2024-03-03
121;2024-03-01 04:11:42;18601758.45;4;0;1;0;107;2024-03-02
122;2024-03-01 04:14:41;92362007.19;2;0;6;0;234;2024-03-01
123;2024-03-01 04:15:09;49853856.97;8;3;4;3;422;2024-03-02
124;2024-03-01 04:19:33;222734515.31;3;3;5;3;204;2024-03-01
125;2024-03-01 04:21:35;224784598.56;6;0;5;0;57;2024-03-01
126;2024-03-01 04:32:08;164396896.59;4;1;7;1;332;2024-03-02
127;2024-03-01 04:33:09;66640897.85;3;0;4;0;361;2024-03-03
128;2024-03-01 04:40:40;138071453.69;3;0;7;0;174;2024-03-02
129;2024-03-01 04:44:52;226844404.58;8;1;5;1;220;2024-03-02
130;2024-03-01 04:46:13;8900935.99;8;0;6;0;419;2024-03-01
131;2024-03-01 04:46:42;37312071.82;1;0;3;0;188;2024-03-02
132;2024-03-01 04:47:37;72439770.8;7;0;8;0;251;2024-03-02
133;2024-03-01 04:52:50;81624657.99;4;0;8;0;77;2024-03-03
134;2024-03-01 04:54:04;103493286.86;3;0;5;0;62;2024-03-02
135;2024-03-01 04:56:25;102311560.94;1;0;6;0;286;2024-03-02
136;2024-03-01 04:59:39;74818354.82;4;0;1;0;496;2024-03-02
137;2024-03-01 05:01:31;40255057.57;1;0;5;0;225;2024-03-02
138;2024-03-01 05:01:51;24107944.81;8;1;1;1;379;2024-03-01
139;2024-03-01 05:11:00;238761740.95;6;2;5;2;497;2024-03-02
140;2024-03-01 05:11:24;23298522.0;5;2;3;2;348;2024-03-01
141;2024-03-01 05:11:29;181211391.19;5;0;1;0;88;2024-03-01
142;2024-03-01 05:12:48;100355396.67;6;0;2;0;148;2024-03-03
143;2024-03-01 05:14:14;115329204.44;3;0;4;0;443;2024-03-03
144;2024-03-01 05:15:44;40962510.58;3;3;1;3;317;2024-03-02
145;2024-03-01 05:19:39;31597874.79;6;1;3;1;39;2024-03-01
146;2024-03-01 05:24:41;77169150.82;1;3;3;3;81;2024-03-02
147;2024-03-01 05:27:49;182669358.83;6;0;2;0;432;2024-03-01
148;2024-03-01 05:28:46;224413336.9;8;4;6;4;237;2024-03-01
149;2024-03-01 05:30:31;88195208.72;1;0;6;0;467;2024-03-01
150;2024-03-01 05:33:05;5415205.11;1;1;8;1;14;2024-03-02
151;2024-03-01 05:36:27;157766175.19;6;0;4;0;396;2024-03-02
152;2024-03-01 05:36:55;123329072.18;6;0;5;0;499;2024-03-01
153;2024-03-01 05:38:36;17792453.31;8;4;7;4;310;2024-03-02
154;2024-03-01 05:39:21;77649126.14;2;0;1;0;194;2024-03-01
155;2024-03-01 05:40:26;17085571.94;5;0;2;0;429;2024-03-01
156;2024-03-01 05:40:47;17792453.31;7;0;8;0;310;2024-03-02
157;2024-03-01 05:44:04;84950254.65;5;2;2;2;268;2024-03-03
158;2024-03-01 05:44:10;174468013.62;6;0;3;0;349;2024-03-02
159;2024-03-01 05:48:36;51198585.11;5;0;7;0;125;2024-03-01
160;2024-03-01 05:52:46;147792728.92;3;0;8;0;26;2024-03-01
161;2024-03-01 05:54:47;37291187.39;2;0;4;0;415;2024-03-01
162;2024-03-01 06:02:52;100437324.52;7;2;4;2;254;2024-03-01
163;2024-03-01 06:06:57;10069056.31;3;1;8;1;456;2024-03-02
164;2024-03-01 06:13:21;74908644.94;5;4;2;4;230;2024-03-01
165;2024-03-01 06:14:10;45422859.75;6;3;3;3;451;2024-03-01
166;2024-03-01 06:18:31;12318807.62;6;0;8;0;356;2024-03-02
167;2024-03-01 06:35:37;207190752.04;7;3;5;3;69;2024-03-01
168;2024-03-01 06:39:05;40973651.77;6;1;1;1;15;2024-03-01
169;2024-03-01 06:39:10;44941736.71;7;0;8;0;90;2024-03-02
170;2024-03-01 06:40:21;224784598.56;5;3;6;3;57;2024-03-01
171;2024-03-01 06:42:57;289748466.35;5;0;8;0;266;2024-03-02
172;2024-03-01 06:45:25;33931541.52;7;0;8;0;146;2024-03-02
173;2024-03-01 06:45:53;46218854.25;1;0;5;0;491;2024-03-01
174;2024-03-01 06:47:03;50839102.97;2;0;1;0;71;2024-03-01
175;2024-03-01 06:49:01;18020758.66;8;0;3;0;327;2024-03-01
176;2024-03-01 06:57:21;51198585.11;7;1;5;1;125;2024-03-01
177;2024-03-01 07:03:07;115329204.44;4;4;3;4;443;2024-03-03
178;2024-03-01 07:04:08;140108625.64;3;3;7;3;31;2024-03-02
179;2024-03-01 07:16:36;93745038.44;7;0;1;0;115;2024-03-01
180;2024-03-01 07:17:52;108812975.1;6;0;7;0;190;2024-03-01
181;2024-03-01 07:28:20;74908644.94;2;0;5;0;230;2024-03-01
182;2024-03-01 07:29:50;94565451.42;1;2;4;2;202;2024-03-01
183;2024-03-01 07:34:41;100355396.67;2;3;6;3;148;2024-03-03
184;2024-03-01 07:37:56;144670049.96;2;0;8;0;150;2024-03-01
185;2024-03-01 07:42:36;13103061.87;6;2;8;2;425;2024-03-01
186;2024-03-01 07:48:57;25465281.46;5;0;2;0;399;2024-03-02
187;2024-03-01 07:50:20;90526650.7;5;0;8;0;265;2024-03-02
188;2024-03-01 07:53:35;92362007.19;6;3;2;3;234;2024-03-01
189;2024-03-01 07:56:52;140108625.64;7;0;3;0;31;2024-03-02
190;2024-03-01 08:12:01;17360044.54;2;4;4;4;61;2024-03-02
191;2024-03-01 08:14:03;69238781.24;1;0;6;0;222;2024-03-02
192;2024-03-01 08:15:05;90118402.98;8;1;2;1;184;2024-03-01
193;2024-03-01 08:26:12;49853856.97;4;0;8;0;422;2024-03-02
194;2024-03-01 08:32:29;20304130.54;7;4;5;4;462;2024-03-01
195;2024-03-01 08:34:16;144670049.96;8;4;2;4;150;2024-03-01
196;2024-03-01 08:34:38;267336098.91;3;3;5;3;38;2024-03-01
197;2024-03-01 08:34:42;174468013.62;3;2;6;2;349;2024-03-02
198;2024-03-01 08:35:10;90717836.33;3;0;1;0;214;2024-03-01
199;2024-03-01 08:40:22;130198027.75;2;0;3;0;105;2024-03-03
200;2024-03-01 08:42:16;121914263.78;6;0;2;0;267;2024-03-01
201;2024-03-01 08:46:19;215615830.53;6;0;7;0;276;2024-03-03
202;2024-03-01 08:49:00;97982405.86;5;0;8;0;358;2024-03-01
203;2024-03-01 08:53:13;45422859.75;3;0;6;0;451;2024-03-01
204;2024-03-01 09:00:53;30357701.5;4;4;7;4;300;2024-03-02
205;2024-03-01 09:02:21;10069056.31;8;0;3;0;456;2024-03-02
206;2024-03-01 09:02:59;122277109.05;3;0;2;0;93;2024-03-01
207;2024-03-01 09:05:17;61365698.2;3;0;6;0;113;2024-03-02
208;2024-03-01 09:07:29;49244265.38;2;3;6;3;382;2024-03-01
209;2024-03-01 09:09:23;90717836.33;1;3;3;3;214;2024-03-01
210;2024-03-01 09:10:06;25465281.46;2;1;5;1;399;2024-03-02
211;2024-03-01 09:12:08;66864439.24;4;2;1;2;438;2024-03-01
212;2024-03-01 09:12:31;9603365.35;7;2;8;2;9;2024-03-01
213;2024-03-01 09:15:13;19067929.87;6;2;3;2;264;2024-03-03
214;2024-03-01 09:17:30;48842568.25;8;1;6;1;383;2024-03-02
215;2024-03-01 09:20:44;19554390.24;1;0;2;0;210;2024-03-02
216;2024-03-01 09:21:00;93745038.44;1;3;7;3;115;2024-03-01
217;2024-03-01 09:21:28;181162271.33;6;0;5;0;453;2024-03-01
218;2024-03-01 09:38:03;40618487.76;4;0;3;0;334;2024-03-02
219;2024-03-01 09:39:11;103493286.86;5;1;3;1;62;2024-03-02
220;2024-03-01 09:39:23;150978701.86;7;0;8;0;189;2024-03-01
221;2024-03-01 09:39:43;50184294.7;1;0;6;0;385;2024-03-01
222;2024-03-01 09:41:35;15800831.41;5;2;8;2;284;2024-03-02
223;2024-03-01 09:42:33;27639370.0;2;0;8;0;126;2024-03-01
224;2024-03-01 09:47:37;172855905.0;7;0;2;0;42;2024-03-03
225;2024-03-01 09:48:07;55681416.31;5;3;2;3;145;2024-03-01
226;2024-03-01 09:51:08;65794544.43;5;0;8;0;481;2024-03-01
227;2024-03-01 09:56:10;136475402.93;5;4;6;4;359;2024-03-02
228;2024-03-01 09:56:24;58961303.17;5;2;6;2;364;2024-03-03
229;2024-03-01 10:00:17;114527127.78;1;0;7;0;354;2024-03-01
230;2024-03-01 10:01:00;114279283.34;3;4;4;4;185;2024-03-02
231;2024-03-01 10:05:02;186866319.43;8;2;5;2;19;2024-03-03
232;2024-03-01 10:10:58;78868902.1;7;4;4;4;341;2024-03-02
233;2024-03-01 10:13:05;74818354.82;1;2;4;2;496;2024-03-02
234;2024-03-01 10:14:36;164396896.59;7;0;4;0;332;2024-03-02
235;2024-03-01 10:16:05;17825973.72;5;2;6;2;339;2024-03-01
236;2024-03-01 10:17:50;56943317.8;4;0;5;0;10;2024-03-01
237;2024-03-01 10:19:49;169973353.34;7;0;3;0;65;2024-03-01
238;2024-03-01 10:20:08;46218854.25;5;1;1;1;491;2024-03-01
239;2024-03-01 10:22:26;14068426.12;8;0;2;0;236;2024-03-02
240;2024-03-01 10:23:00;109572964.42;2;0;3;0;412;2024-03-01
241;2024-03-01 10:24:56;8058154.09;8;0;7;0;492;2024-03-01
242;2024-03-01 10:28:31;54519269.47;2;4;3;4;305;2024-03-01
243;2024-03-01 10:42:47;60360830.16;5;0;8;0;410;2024-03-02
244;2024-03-01 10:46:09;31597874.79;3;0;6;0;39;2024-03-01
245;2024-03-01 10:53:30;54886034.48;1;4;7;4;262;2024-03-02
246;2024-03-01 10:54:57;79271093.55;2;4;1;4;182;2024-03-01
247;2024-03-01 10:55:00;100437324.52;4;0;7;0;254;2024-03-01
248;2024-03-01 11:01:21;50839102.97;1;4;2;4;71;2024-03-01
249;2024-03-01 11:05:37;67766030.77;4;3;5;3;96;2024-03-01
250;2024-03-01 11:06:33;133210687.27;7;4;6;4;43;2024-03-02
251;2024-03-01 11:13:06;118705537.08;2;3;7;3;384;2024-03-02
252;2024-03-01 11:13:12;223810278.0;6;0;8;0;253;2024-03-02
253;2024-03-01 11:17:55;233669110.13;5;0;7;0;454;2024-03-01
254;2024-03-01 11:20:38;38414074.32;3;0;6;0;119;2024-03-01
255;2024-03-01 11:20:50;71555309.04;4;2;2;2;363;2024-03-01
256;2024-03-01 11:26:49;167083636.34;5;3;7;3;463;2024-03-02
257;2024-03-01 11:28:48;153052649.82;7;0;5;0;41;2024-03-01
258;2024-03-01 11:36:50;56339310.54;8;4;1;4;314;2024-03-02
259;2024-03-01 11:39:32;6101527.62;3;3;8;3;295;2024-03-02
260;2024-03-01 11:39:59;114601567.78;7;0;2;0;346;2024-03-02
261;2024-03-01 11:42:54;57296145.36;2;0;8;0;377;2024-03-01
262;2024-03-01 11:45:52;35865278.18;2;1;7;1;85;2024-03-02
263;2024-03-01 11:50:44;49275985.49;6;0;4;0;400;2024-03-01
264;2024-03-01 11:51:04;61365698.2;6;1;3;1;113;2024-03-02
265;2024-03-01 11:57:16;60990318.89;7;0;4;0;193;2024-03-02
266;2024-03-01 11:59:13;36770260.9;4;0;6;0;297;2024-03-01
267;2024-03-01 12:04:01;39593053.47;2;0;6;0;375;2024-03-01
268;2024-03-01 12:05:45;17085571.94;2;3;5;3;429;2024-03-01
269;2024-03-01 12:10:14;61017009.24;7;0;8;0;487;2024-03-01
270;2024-03-01 12:14:42;55681416.31;2;0;5;0;145;2024-03-01
271;2024-03-01 12:17:56;132569157.58;2;0;5;0;133;2024-03-01
272;2024-03-01 12:18:58;66557148.5;5;4;6;4;124;2024-03-02
273;2024-03-01 12:29:47;149377478.76;7;0;1;0;501;2024-03-01
274;2024-03-01 12:39:30;24107944.81;1;0;8;0;379;2024-03-01
275;2024-03-01 12:43:00;16584235.63;7;1;8;1;290;2024-03-01
276;2024-03-01 12:43:41;60462436.04;6;0;3;0;144;2024-03-02
277;2024-03-01 12:47:09;10381777.34;7;2;8;2;243;2024-03-02
278;2024-03-01 12:54:04;106364614.23;5;4;6;4;139;2024-03-01
279;2024-03-01 13:03:56;97982405.86;8;2;5;2;358;2024-03-01
280;2024-03-01 13:05:31;17360044.54;4;0;2;0;61;2024-03-02
281;2024-03-01 13:08:29;231824051.63;7;2;6;2;465;2024-03-01
282;2024-03-01 13:14:55;56339310.54;1;0;8;0;314;2024-03-02
283;2024-03-01 13:21:53;123329072.18;5;3;6;3;499;2024-03-01
284;2024-03-01 13:22:31;173765006.0;7;0;8;0;431;2024-03-02
285;2024-03-01 13:25:43;152185212.97;2;0;4;0;471;2024-03-02
286;2024-03-01 13:27:09;270948570.45;3;4;5;4;218;2024-03-01
287;2024-03-01 13:32:02;83905147.4;7;0;3;0;135;2024-03-02
288;2024-03-01 13:38:21;105151214.65;3;0;8;0;199;2024-03-01
289;2024-03-01 13:43:40;154168095.97;2;0;3;0;195;2024-03-01
290;2024-03-01 13:48:14;143422784.38;4;4;5;4;484;2024-03-02
291;2024-03-01 13:49:06;2069042.97;8;0;6;0;483;2024-03-02
292;2024-03-01 13:56:35;88195208.72;6;2;1;2;467;2024-03-01
293;2024-03-01 13:59:36;171190140.98;4;1;6;1;245;2024-03-03
294;2024-03-01 14:00:11;86712345.97;5;0;1;0;457;2024-03-02
295;2024-03-01 14:00:17;66864439.24;1;0;4;0;438;2024-03-01
296;2024-03-01 14:02:21;41229988.82;5;0;7;0;173;2024-03-02
297;2024-03-01 14:03:08;76145698.31;2;3;6;3;321;2024-03-02
298;2024-03-01 14:04:37;26212638.55;3;3;1;3;437;2024-03-01
299;2024-03-01 14:11:02;37291187.39;4;1;2;1;415;2024-03-01
300;2024-03-01 14:14:46;54886034.48;7;0;1;0;262;2024-03-02
301;2024-03-01 14:15:04;289748466.35;8;1;5;1;266;2024-03-02
302;2024-03-01 14:17:01;212246190.74;4;1;6;1;387;2024-03-01
303;2024-03-01 14:18:38;13663713.17;2;0;8;0;289;2024-03-02
304;2024-03-01 14:22:02;38414074.32;6;4;3;4;119;2024-03-01
305;2024-03-01 14:26:14;62354054.03;1;3;3;3;50;2024-03-01
306;2024-03-01 14:26:47;34757831.21;1;0;2;0;280;2024-03-01
307;2024-03-01 14:30:45;12888238.31;8;0;5;0;478;2024-03-02
308;2024-03-01 14:33:58;13213614.45;6;4;7;4;94;2024-03-02
309;2024-03-01 14:39:20;146386930.44;6;3;3;3;44;2024-03-02
310;2024-03-01 14:41:10;75209052.86;1;0;6;0;421;2024-03-01
311;2024-03-01 14:44:41;107125216.3;3;4;1;4;92;2024-03-02
312;2024-03-01 14:47:55;36077314.69;2;1;3;1;36;2024-03-01
313;2024-03-01 14:49:58;105151214.65;8;3;3;3;199;2024-03-01
314;2024-03-01 14:50:34;117244453.63;1;1;3;1;420;2024-03-02
315;2024-03-01 14:58:07;12480926.79;8;0;4;0;89;2024-03-02
316;2024-03-01 15:02:18;14557699.92;1;0;7;0;63;2024-03-01
317;2024-03-01 15:09:03;149377478.76;1;4;7;4;501;2024-03-01
318;2024-03-01 15:09:44;212246190.74;6;0;4;0;387;2024-03-01
319;2024-03-01 15:11:48;55268272.43;5;0;1;0;197;2024-03-02
320;2024-03-01 15:13:06;74018808.87;4;0;8;0;28;2024-03-02
321;2024-03-01 15:19:05;23354354.39;7;2;2;2;7;2024-03-03
322;2024-03-01 15:19:14;68950671.83;3;4;4;4;29;2024-03-02
323;2024-03-01 15:22:45;270948570.45;5;0;3;0;218;2024-03-01
324;2024-03-01 15:23:35;83905147.4;3;1;7;1;135;2024-03-02
325;2024-03-01 15:25:50;144315608.32;6;3;3;3;486;2024-03-02
326;2024-03-01 15:25:55;39593053.47;6;4;2;4;375;2024-03-01
327;2024-03-01 15:33:47;9603365.35;8;0;7;0;9;2024-03-01
328;2024-03-01 15:34:31;40962510.58;1;0;3;0;317;2024-03-02
329;2024-03-01 15:34:55;157524441.45;4;4;6;4;48;2024-03-01
330;2024-03-01 15:36:19;81613269.87;8;3;1;3;109;2024-03-02
331;2024-03-01 15:37:05;113882940.03;3;0;1;0;404;2024-03-03
332;2024-03-01 15:37:14;226844404.58;5;0;8;0;220;2024-03-02
333;2024-03-01 15:39:51;150978701.86;8;2;7;2;189;2024-03-01
334;2024-03-01 15:40:39;40255057.57;5;1;1;1;225;2024-03-02
335;2024-03-01 15:43:57;135113150.99;7;0;6;0;308;2024-03-03
336;2024-03-01 15:45:40;193658505.14;2;4;5;4;116;2024-03-02
337;2024-03-01 15:46:20;157766175.19;4;3;6;3;396;2024-03-02
338;2024-03-01 15:46:41;8900935.99;6;3;8;3;419;2024-03-01
339;2024-03-01 15:49:57;126824609.95;2;2;3;2;464;2024-03-02
340;2024-03-01 15:52:42;126725222.89;8;3;1;3;68;2024-03-02
341;2024-03-01 16:02:10;167083636.34;7;0;5;0;463;2024-03-02
342;2024-03-01 16:08:53;4067939.33;2;4;8;4;179;2024-03-01
343;2024-03-01 16:10:13;35597034.19;3;0;6;0;55;2024-03-02
344;2024-03-01 16:16:44;65953259.84;6;1;7;1;229;2024-03-03
345;2024-03-01 16:18:40;153052649.82;5;3;7;3;41;2024-03-01
346;2024-03-01 16:27:58;12297655.47;7;3;1;3;442;2024-03-02
347;2024-03-01 16:31:39;138408041.45;8;2;2;2;60;2024-03-01
348;2024-03-01 16:35:13;32078134.68;6;2;5;2;20;2024-03-01
349;2024-03-01 16:39:33;37885448.01;6;4;4;4;340;2024-03-01
350;2024-03-01 16:48:24;55598591.26;3;1;4;1;329;2024-03-02
351;2024-03-01 17:01:38;47336184.99;4;3;1;3;223;2024-03-01
352;2024-03-01 17:02:34;157524441.45;6;0;4;0;48;2024-03-01
353;2024-03-01 17:14:44;33099591.38;4;0;7;0;449;2024-03-01
354;2024-03-01 17:14:53;40618487.76;3;3;4;3;334;2024-03-02
355;2024-03-01 17:14:59;18601758.45;1;1;4;1;107;2024-03-02
356;2024-03-01 17:16:50;113882940.03;1;2;3;2;404;2024-03-03
357;2024-03-01 17:27:35;152185212.97;4;4;2;4;471;2024-03-02
358;2024-03-01 17:30:59;50184294.7;6;3;1;3;385;2024-03-01
359;2024-03-01 17:35:47;4067939.33;8;0;2;0;179;2024-03-01
360;2024-03-01 17:36:48;109572964.42;3;2;2;2;412;2024-03-01
361;2024-03-01 17:38:37;267336098.91;5;0;3;0;38;2024-03-01
362;2024-03-01 17:39:45;148616193.34;6;0;8;0;2;2024-03-01
363;2024-03-01 17:40:14;13103061.87;8;0;6;0;425;2024-03-01
364;2024-03-01 17:43:46;181162271.33;5;1;6;1;453;2024-03-01
365;2024-03-01 17:45:11;51158468.36;1;2;3;2;460;2024-03-01
