TID;Starttime;Endtime;Activity
22;2024-03-01 00:20:22;2024-03-01 00:20:24;Validating
22;2024-03-01 00:20:24;2024-03-01 00:20:24;Waiting in queue unmatched
23;2024-03-01 00:20:37;2024-03-01 00:20:39;Validating
23;2024-03-01 00:20:39;2024-03-01 00:20:39;Waiting in queue unmatched
24;2024-03-01 00:22:49;2024-03-01 00:22:51;Validating
24;2024-03-01 00:22:51;2024-03-01 00:22:51;Waiting in queue unmatched
25;2024-03-01 00:24:49;2024-03-01 00:24:51;Validating
25;2024-03-01 00:24:51;2024-03-01 00:24:51;Waiting in queue unmatched
26;2024-03-01 00:25:17;2024-03-01 00:25:19;Validating
26;2024-03-01 00:25:19;2024-03-01 00:25:19;Waiting in queue unmatched
27;2024-03-01 00:25:19;2024-03-01 00:25:21;Validating
27;2024-03-01 00:25:21;2024-03-01 00:25:21;Waiting in queue unmatched
28;2024-03-01 00:26:47;2024-03-01 00:26:49;Validating
28;2024-03-01 00:26:49;2024-03-01 00:26:49;Waiting in queue unmatched
29;2024-03-01 00:26:57;2024-03-01 00:26:59;Validating
29;2024-03-01 00:26:59;2024-03-01 00:26:59;Waiting in queue unmatched
30;2024-03-01 00:27:32;2024-03-01 00:27:34;Validating
30;2024-03-01 00:27:34;2024-03-01 00:27:34;Waiting in queue unmatched
31;2024-03-01 00:28:24;2024-03-01 00:28:26;Validating
31;2024-03-01 00:28:26;2024-03-01 00:28:26;Waiting in queue unmatched
32;2024-03-01 00:28:31;2024-03-01 00:28:33;Validating
26;2024-03-01 00:28:33;2024-03-01 00:28:35;Matching
32;2024-03-01 00:28:33;2024-03-01 00:28:35;Matching
33;2024-03-01 00:28:38;2024-03-01 00:28:40;Validating
33;2024-03-01 00:28:40;2024-03-01 00:28:40;Waiting in queue unmatched
34;2024-03-01 00:28:52;2024-03-01 00:28:54;Validating
34;2024-03-01 00:28:54;2024-03-01 00:28:54;Waiting in queue unmatched
35;2024-03-01 00:28:56;2024-03-01 00:28:58;Validating
35;2024-03-01 00:28:58;2024-03-01 00:28:58;Waiting in queue unmatched
36;2024-03-01 00:31:05;2024-03-01 00:31:07;Validating
36;2024-03-01 00:31:07;2024-03-01 00:31:07;Waiting in queue unmatched
37;2024-03-01 00:31:14;2024-03-01 00:31:16;Validating
37;2024-03-01 00:31:16;2024-03-01 00:31:16;Waiting in queue unmatched
38;2024-03-01 00:31:16;2024-03-01 00:31:18;Validating
38;2024-03-01 00:31:18;2024-03-01 00:31:18;Waiting in queue unmatched
39;2024-03-01 00:36:47;2024-03-01 00:36:49;Validating
39;2024-03-01 00:36:49;2024-03-01 00:36:49;Waiting in queue unmatched
40;2024-03-01 00:37:29;2024-03-01 00:37:31;Validating
12;2024-03-01 00:37:31;2024-03-01 00:37:33;Matching
40;2024-03-01 00:37:31;2024-03-01 00:37:33;Matching
41;2024-03-01 00:38:21;2024-03-01 00:38:23;Validating
41;2024-03-01 00:38:23;2024-03-01 00:38:23;Waiting in queue unmatched
42;2024-03-01 00:39:31;2024-03-01 00:39:33;Validating
42;2024-03-01 00:39:33;2024-03-01 00:39:33;Waiting in queue unmatched
43;2024-03-01 00:40:38;2024-03-01 00:40:40;Validating
43;2024-03-01 00:40:40;2024-03-01 00:40:40;Waiting in queue unmatched
44;2024-03-01 00:43:24;2024-03-01 00:43:26;Validating
44;2024-03-01 00:43:26;2024-03-01 00:43:26;Waiting in queue unmatched
45;2024-03-01 00:44:58;2024-03-01 00:45:00;Validating
11;2024-03-01 00:45:00;2024-03-01 00:45:02;Matching
45;2024-03-01 00:45:00;2024-03-01 00:45:02;Matching
46;2024-03-01 00:45:57;2024-03-01 00:45:59;Validating
46;2024-03-01 00:45:59;2024-03-01 00:45:59;Waiting in queue unmatched
47;2024-03-01 00:46:45;2024-03-01 00:46:47;Validating
47;2024-03-01 00:46:47;2024-03-01 00:46:47;Waiting in queue unmatched
48;2024-03-01 00:47:19;2024-03-01 00:47:21;Validating
48;2024-03-01 00:47:21;2024-03-01 00:47:21;Waiting in queue unmatched
49;2024-03-01 00:47:36;2024-03-01 00:47:38;Validating
49;2024-03-01 00:47:38;2024-03-01 00:47:38;Waiting in queue unmatched
50;2024-03-01 00:47:40;2024-03-01 00:47:42;Validating
50;2024-03-01 00:47:42;2024-03-01 00:47:42;Waiting in queue unmatched
51;2024-03-01 00:47:46;2024-03-01 00:47:48;Validating
51;2024-03-01 00:47:48;2024-03-01 00:47:48;Waiting in queue unmatched
52;2024-03-01 00:49:46;2024-03-01 00:49:48;Validating
52;2024-03-01 00:49:48;2024-03-01 00:49:48;Waiting in queue unmatched
53;2024-03-01 00:51:02;2024-03-01 00:51:04;Validating
53;2024-03-01 00:51:04;2024-03-01 00:51:04;Waiting in queue unmatched
54;2024-03-01 00:51:06;2024-03-01 00:51:08;Validating
54;2024-03-01 00:51:08;2024-03-01 00:51:08;Waiting in queue unmatched
55;2024-03-01 00:56:53;2024-03-01 00:56:55;Validating
46;2024-03-01 00:56:55;2024-03-01 00:56:57;Matching
55;2024-03-01 00:56:55;2024-03-01 00:56:57;Matching
56;2024-03-01 00:58:12;2024-03-01 00:58:14;Validating
56;2024-03-01 00:58:14;2024-03-01 00:58:14;Waiting in queue unmatched
57;2024-03-01 00:58:31;2024-03-01 00:58:33;Validating
57;2024-03-01 00:58:33;2024-03-01 00:58:33;Waiting in queue unmatched
58;2024-03-01 00:59:43;2024-03-01 00:59:45;Validating
58;2024-03-01 00:59:45;2024-03-01 00:59:45;Waiting in queue unmatched
59;2024-03-01 01:03:08;2024-03-01 01:03:10;Validating
59;2024-03-01 01:03:10;2024-03-01 01:03:10;Waiting in queue unmatched
60;2024-03-01 01:03:10;2024-03-01 01:03:12;Validating
60;2024-03-01 01:03:12;2024-03-01 01:03:12;Waiting in queue unmatched
61;2024-03-01 01:05:21;2024-03-01 01:05:23;Validating
61;2024-03-01 01:05:23;2024-03-01 01:05:23;Waiting in queue unmatched
62;2024-03-01 01:06:13;2024-03-01 01:06:15;Validating
61;2024-03-01 01:06:15;2024-03-01 01:06:17;Matching
62;2024-03-01 01:06:15;2024-03-01 01:06:17;Matching
63;2024-03-01 01:06:27;2024-03-01 01:06:29;Validating
63;2024-03-01 01:06:29;2024-03-01 01:06:29;Waiting in queue unmatched
64;2024-03-01 01:07:36;2024-03-01 01:07:38;Validating
16;2024-03-01 01:07:38;2024-03-01 01:07:40;Matching
64;2024-03-01 01:07:38;2024-03-01 01:07:40;Matching
65;2024-03-01 01:10:16;2024-03-01 01:10:18;Validating
65;2024-03-01 01:10:18;2024-03-01 01:10:18;Waiting in queue unmatched
66;2024-03-01 01:11:25;2024-03-01 01:11:27;Validating
66;2024-03-01 01:11:27;2024-03-01 01:11:27;Waiting in queue unmatched
67;2024-03-01 01:14:54;2024-03-01 01:14:56;Validating
67;2024-03-01 01:14:56;2024-03-01 01:14:56;Waiting in queue unmatched
68;2024-03-01 01:15:10;2024-03-01 01:15:12;Validating
65;2024-03-01 01:15:12;2024-03-01 01:15:14;Matching
68;2024-03-01 01:15:12;2024-03-01 01:15:14;Matching
69;2024-03-01 01:16:32;2024-03-01 01:16:34;Validating
69;2024-03-01 01:16:34;2024-03-01 01:16:34;Waiting in queue unmatched
70;2024-03-01 01:20:45;2024-03-01 01:20:47;Validating
70;2024-03-01 01:20:47;2024-03-01 01:20:47;Waiting in queue unmatched
71;2024-03-01 01:21:26;2024-03-01 01:21:28;Validating
28;2024-03-01 01:21:28;2024-03-01 01:21:30;Matching
71;2024-03-01 01:21:28;2024-03-01 01:21:30;Matching
72;2024-03-01 01:21:48;2024-03-01 01:21:50;Validating
72;2024-03-01 01:21:50;2024-03-01 01:21:50;Waiting in queue unmatched
73;2024-03-01 01:21:58;2024-03-01 01:22:00;Validating
73;2024-03-01 01:22:00;2024-03-01 01:22:00;Waiting in queue unmatched
74;2024-03-01 01:23:38;2024-03-01 01:23:40;Validating
74;2024-03-01 01:23:40;2024-03-01 01:23:40;Waiting in queue unmatched
75;2024-03-01 01:24:22;2024-03-01 01:24:24;Validating
66;2024-03-01 01:24:24;2024-03-01 01:24:26;Matching
75;2024-03-01 01:24:24;2024-03-01 01:24:26;Matching
76;2024-03-01 01:26:19;2024-03-01 01:26:21;Validating
76;2024-03-01 01:26:21;2024-03-01 01:26:21;Waiting in queue unmatched
77;2024-03-01 01:28:57;2024-03-01 01:28:59;Validating
77;2024-03-01 01:28:59;2024-03-01 01:28:59;Waiting in queue unmatched
78;2024-03-01 01:29:30;2024-03-01 01:29:32;Validating
78;2024-03-01 01:29:32;2024-03-01 01:29:32;Waiting in queue unmatched
26;2024-03-01 01:30:00;2024-03-01 01:30:02;Checking balance and credit
32;2024-03-01 01:30:00;2024-03-01 01:30:02;Checking balance and credit
11;2024-03-01 01:30:00;2024-03-01 01:30:02;Checking balance and credit
45;2024-03-01 01:30:00;2024-03-01 01:30:02;Checking balance and credit
46;2024-03-01 01:30:00;2024-03-01 01:30:02;Checking balance and credit
55;2024-03-01 01:30:00;2024-03-01 01:30:02;Checking balance and credit
61;2024-03-01 01:30:00;2024-03-01 01:30:02;Checking balance and credit
62;2024-03-01 01:30:00;2024-03-01 01:30:02;Checking balance and credit
16;2024-03-01 01:30:00;2024-03-01 01:30:02;Checking balance and credit
64;2024-03-01 01:30:00;2024-03-01 01:30:02;Checking balance and credit
66;2024-03-01 01:30:00;2024-03-01 01:30:02;Checking balance and credit
75;2024-03-01 01:30:00;2024-03-01 01:30:02;Checking balance and credit
26;2024-03-01 01:30:02;2024-03-01 01:30:04;Settling
32;2024-03-01 01:30:02;2024-03-01 01:30:04;Settling
11;2024-03-01 01:30:02;2024-03-01 01:30:04;Settling
45;2024-03-01 01:30:02;2024-03-01 01:30:04;Settling
46;2024-03-01 01:30:02;2024-03-01 01:30:04;Settling
55;2024-03-01 01:30:02;2024-03-01 01:30:04;Settling
61;2024-03-01 01:30:02;2024-03-01 01:30:04;Settling
62;2024-03-01 01:30:02;2024-03-01 01:30:04;Settling
16;2024-03-01 01:30:02;2024-03-01 01:30:04;Settling
64;2024-03-01 01:30:02;2024-03-01 01:30:04;Settling
66;2024-03-01 01:30:02;2024-03-01 01:30:04;Settling
75;2024-03-01 01:30:02;2024-03-01 01:30:04;Settling
79;2024-03-01 01:38:18;2024-03-01 01:38:20;Validating
79;2024-03-01 01:38:20;2024-03-01 01:38:20;Waiting in queue unmatched
80;2024-03-01 01:40:10;2024-03-01 01:40:12;Validating
80;2024-03-01 01:40:12;2024-03-01 01:40:12;Waiting in queue unmatched
81;2024-03-01 01:41:47;2024-03-01 01:41:49;Validating
81;2024-03-01 01:41:49;2024-03-01 01:41:49;Waiting in queue unmatched
82;2024-03-01 01:56:40;2024-03-01 01:56:42;Validating
82;2024-03-01 01:56:42;2024-03-01 01:56:42;Waiting in queue unmatched
83;2024-03-01 01:57:56;2024-03-01 01:57:58;Validating
29;2024-03-01 01:57:58;2024-03-01 01:58:00;Matching
83;2024-03-01 01:57:58;2024-03-01 01:58:00;Matching
84;2024-03-01 02:19:24;2024-03-01 02:19:26;Validating
84;2024-03-01 02:19:26;2024-03-01 02:19:26;Waiting in queue unmatched
85;2024-03-01 02:19:37;2024-03-01 02:19:39;Validating
39;2024-03-01 02:19:39;2024-03-01 02:19:41;Matching
85;2024-03-01 02:19:39;2024-03-01 02:19:41;Matching
86;2024-03-01 02:21:41;2024-03-01 02:21:43;Validating
86;2024-03-01 02:21:43;2024-03-01 02:21:43;Waiting in queue unmatched
87;2024-03-01 02:21:43;2024-03-01 02:21:45;Validating
87;2024-03-01 02:21:45;2024-03-01 02:21:45;Waiting in queue unmatched
88;2024-03-01 02:29:13;2024-03-01 02:29:15;Validating
88;2024-03-01 02:29:15;2024-03-01 02:29:15;Waiting in queue unmatched
89;2024-03-01 02:30:50;2024-03-01 02:30:52;Validating
89;2024-03-01 02:30:52;2024-03-01 02:30:52;Waiting in queue unmatched
90;2024-03-01 02:31:49;2024-03-01 02:31:51;Validating
90;2024-03-01 02:31:51;2024-03-01 02:31:51;Waiting in queue unmatched
91;2024-03-01 02:34:00;2024-03-01 02:34:02;Validating
91;2024-03-01 02:34:02;2024-03-01 02:34:02;Waiting in queue unmatched
92;2024-03-01 02:35:18;2024-03-01 02:35:20;Validating
88;2024-03-01 02:35:20;2024-03-01 02:35:22;Matching
92;2024-03-01 02:35:20;2024-03-01 02:35:22;Matching
93;2024-03-01 02:37:13;2024-03-01 02:37:15;Validating
93;2024-03-01 02:37:15;2024-03-01 02:37:15;Waiting in queue unmatched
94;2024-03-01 02:38:59;2024-03-01 02:39:01;Validating
52;2024-03-01 02:39:01;2024-03-01 02:39:03;Matching
94;2024-03-01 02:39:01;2024-03-01 02:39:03;Matching
52;2024-03-01 02:39:03;2024-03-01 02:39:05;Checking balance and credit
94;2024-03-01 02:39:03;2024-03-01 02:39:05;Checking balance and credit
52;2024-03-01 02:39:05;2024-03-01 02:39:07;Settling
94;2024-03-01 02:39:05;2024-03-01 02:39:07;Settling
95;2024-03-01 02:39:35;2024-03-01 02:39:37;Validating
95;2024-03-01 02:39:37;2024-03-01 02:39:37;Waiting in queue unmatched
96;2024-03-01 02:40:27;2024-03-01 02:40:29;Validating
96;2024-03-01 02:40:29;2024-03-01 02:40:29;Waiting in queue unmatched
97;2024-03-01 02:41:28;2024-03-01 02:41:30;Validating
97;2024-03-01 02:41:30;2024-03-01 02:41:30;Waiting in queue unmatched
98;2024-03-01 02:41:39;2024-03-01 02:41:41;Validating
98;2024-03-01 02:41:41;2024-03-01 02:41:41;Waiting in queue unmatched
99;2024-03-01 02:45:49;2024-03-01 02:45:51;Validating
99;2024-03-01 02:45:51;2024-03-01 02:45:51;Waiting in queue unmatched
100;2024-03-01 02:45:53;2024-03-01 02:45:55;Validating
100;2024-03-01 02:45:55;2024-03-01 02:45:55;Waiting in queue unmatched
101;2024-03-01 02:54:57;2024-03-01 02:54:59;Validating
101;2024-03-01 02:54:59;2024-03-01 02:54:59;Waiting in queue unmatched
102;2024-03-01 02:56:35;2024-03-01 02:56:37;Validating
102;2024-03-01 02:56:37;2024-03-01 02:56:37;Waiting in queue unmatched
103;2024-03-01 02:57:14;2024-03-01 02:57:16;Validating
8;2024-03-01 02:57:16;2024-03-01 02:57:18;Matching
103;2024-03-01 02:57:16;2024-03-01 02:57:18;Matching
104;2024-03-01 03:00:28;2024-03-01 03:00:30;Validating
24;2024-03-01 03:00:30;2024-03-01 03:00:32;Matching
104;2024-03-01 03:00:30;2024-03-01 03:00:32;Matching
24;2024-03-01 03:00:32;2024-03-01 03:00:34;Checking balance and credit
104;2024-03-01 03:00:32;2024-03-01 03:00:34;Checking balance and credit
24;2024-03-01 03:00:34;2024-03-01 03:00:36;Settling
104;2024-03-01 03:00:34;2024-03-01 03:00:36;Settling
105;2024-03-01 03:00:53;2024-03-01 03:00:55;Validating
105;2024-03-01 03:00:55;2024-03-01 03:00:55;Waiting in queue unmatched
106;2024-03-01 03:06:03;2024-03-01 03:06:05;Validating
31;2024-03-01 03:06:05;2024-03-01 03:06:07;Matching
106;2024-03-01 03:06:05;2024-03-01 03:06:07;Matching
107;2024-03-01 03:10:39;2024-03-01 03:10:41;Validating
107;2024-03-01 03:10:41;2024-03-01 03:10:41;Waiting in queue unmatched
108;2024-03-01 03:13:33;2024-03-01 03:13:35;Validating
6;2024-03-01 03:13:35;2024-03-01 03:13:37;Matching
108;2024-03-01 03:13:35;2024-03-01 03:13:37;Matching
6;2024-03-01 03:13:37;2024-03-01 03:13:39;Checking balance and credit
108;2024-03-01 03:13:37;2024-03-01 03:13:39;Checking balance and credit
6;2024-03-01 03:13:39;2024-03-01 03:13:41;Settling
108;2024-03-01 03:13:39;2024-03-01 03:13:41;Settling
109;2024-03-01 03:16:09;2024-03-01 03:16:11;Validating
109;2024-03-01 03:16:11;2024-03-01 03:16:11;Waiting in queue unmatched
110;2024-03-01 03:25:19;2024-03-01 03:25:21;Validating
110;2024-03-01 03:25:21;2024-03-01 03:25:21;Waiting in queue unmatched
111;2024-03-01 03:27:04;2024-03-01 03:27:06;Validating
111;2024-03-01 03:27:06;2024-03-01 03:27:06;Waiting in queue unmatched
112;2024-03-01 03:29:57;2024-03-01 03:29:59;Validating
112;2024-03-01 03:29:59;2024-03-01 03:29:59;Waiting in queue unmatched
113;2024-03-01 03:37:41;2024-03-01 03:37:43;Validating
50;2024-03-01 03:37:43;2024-03-01 03:37:45;Matching
113;2024-03-01 03:37:43;2024-03-01 03:37:45;Matching
114;2024-03-01 03:47:12;2024-03-01 03:47:14;Validating
114;2024-03-01 03:47:14;2024-03-01 03:47:14;Waiting in queue unmatched
115;2024-03-01 03:55:37;2024-03-01 03:55:39;Validating
115;2024-03-01 03:55:39;2024-03-01 03:55:39;Waiting in queue unmatched
116;2024-03-01 04:01:51;2024-03-01 04:01:53;Validating
117;2024-03-01 04:01:51;2024-03-01 04:01:53;Validating
117;2024-03-01 04:01:53;2024-03-01 04:01:53;Waiting in queue unmatched
63;2024-03-01 04:01:53;2024-03-01 04:01:55;Matching
116;2024-03-01 04:01:53;2024-03-01 04:01:55;Matching
118;2024-03-01 04:06:21;2024-03-01 04:06:23;Validating
118;2024-03-01 04:06:23;2024-03-01 04:06:23;Waiting in queue unmatched
119;2024-03-01 04:06:24;2024-03-01 04:06:26;Validating
89;2024-03-01 04:06:26;2024-03-01 04:06:28;Matching
119;2024-03-01 04:06:26;2024-03-01 04:06:28;Matching
89;2024-03-01 04:06:28;2024-03-01 04:06:30;Checking balance and credit
119;2024-03-01 04:06:28;2024-03-01 04:06:30;Checking balance and credit
89;2024-03-01 04:06:30;2024-03-01 04:06:32;Settling
119;2024-03-01 04:06:30;2024-03-01 04:06:32;Settling
120;2024-03-01 04:11:12;2024-03-01 04:11:14;Validating
79;2024-03-01 04:11:14;2024-03-01 04:11:16;Matching
120;2024-03-01 04:11:14;2024-03-01 04:11:16;Matching
121;2024-03-01 04:11:42;2024-03-01 04:11:44;Validating
121;2024-03-01 04:11:44;2024-03-01 04:11:44;Waiting in queue unmatched
122;2024-03-01 04:14:41;2024-03-01 04:14:43;Validating
122;2024-03-01 04:14:43;2024-03-01 04:14:43;Waiting in queue unmatched
123;2024-03-01 04:15:09;2024-03-01 04:15:11;Validating
123;2024-03-01 04:15:11;2024-03-01 04:15:11;Waiting in queue unmatched
124;2024-03-01 04:19:33;2024-03-01 04:19:35;Validating
124;2024-03-01 04:19:35;2024-03-01 04:19:35;Waiting in queue unmatched
125;2024-03-01 04:21:35;2024-03-01 04:21:37;Validating
125;2024-03-01 04:21:37;2024-03-01 04:21:37;Waiting in queue unmatched
126;2024-03-01 04:32:08;2024-03-01 04:32:10;Validating
126;2024-03-01 04:32:10;2024-03-01 04:32:10;Waiting in queue unmatched
127;2024-03-01 04:33:09;2024-03-01 04:33:11;Validating
56;2024-03-01 04:33:11;2024-03-01 04:33:13;Matching
127;2024-03-01 04:33:11;2024-03-01 04:33:13;Matching
128;2024-03-01 04:40:40;2024-03-01 04:40:42;Validating
84;2024-03-01 04:40:42;2024-03-01 04:40:44;Matching
128;2024-03-01 04:40:42;2024-03-01 04:40:44;Matching
129;2024-03-01 04:44:52;2024-03-01 04:44:54;Validating
129;2024-03-01 04:44:54;2024-03-01 04:44:54;Waiting in queue unmatched
130;2024-03-01 04:46:13;2024-03-01 04:46:15;Validating
130;2024-03-01 04:46:15;2024-03-01 04:46:15;Waiting in queue unmatched
131;2024-03-01 04:46:42;2024-03-01 04:46:44;Validating
87;2024-03-01 04:46:44;2024-03-01 04:46:46;Matching
131;2024-03-01 04:46:44;2024-03-01 04:46:46;Matching
132;2024-03-01 04:47:37;2024-03-01 04:47:39;Validating
132;2024-03-01 04:47:39;2024-03-01 04:47:39;Waiting in queue unmatched
133;2024-03-01 04:52:50;2024-03-01 04:52:52;Validating
133;2024-03-01 04:52:52;2024-03-01 04:52:52;Waiting in queue unmatched
134;2024-03-01 04:54:04;2024-03-01 04:54:06;Validating
134;2024-03-01 04:54:06;2024-03-01 04:54:06;Waiting in queue unmatched
135;2024-03-01 04:56:25;2024-03-01 04:56:27;Validating
135;2024-03-01 04:56:27;2024-03-01 04:56:27;Waiting in queue unmatched
136;2024-03-01 04:59:39;2024-03-01 04:59:41;Validating
136;2024-03-01 04:59:41;2024-03-01 04:59:41;Waiting in queue unmatched
137;2024-03-01 05:01:31;2024-03-01 05:01:33;Validating
137;2024-03-01 05:01:33;2024-03-01 05:01:33;Waiting in queue unmatched
138;2024-03-01 05:01:51;2024-03-01 05:01:53;Validating
138;2024-03-01 05:01:53;2024-03-01 05:01:53;Waiting in queue unmatched
139;2024-03-01 05:11:00;2024-03-01 05:11:02;Validating
139;2024-03-01 05:11:02;2024-03-01 05:11:02;Waiting in queue unmatched
140;2024-03-01 05:11:24;2024-03-01 05:11:26;Validating
140;2024-03-01 05:11:26;2024-03-01 05:11:26;Waiting in queue unmatched
141;2024-03-01 05:11:29;2024-03-01 05:11:31;Validating
141;2024-03-01 05:11:31;2024-03-01 05:11:31;Waiting in queue unmatched
142;2024-03-01 05:12:48;2024-03-01 05:12:50;Validating
142;2024-03-01 05:12:50;2024-03-01 05:12:50;Waiting in queue unmatched
143;2024-03-01 05:14:14;2024-03-01 05:14:16;Validating
143;2024-03-01 05:14:16;2024-03-01 05:14:16;Waiting in queue unmatched
144;2024-03-01 05:15:44;2024-03-01 05:15:46;Validating
144;2024-03-01 05:15:46;2024-03-01 05:15:46;Waiting in queue unmatched
145;2024-03-01 05:19:39;2024-03-01 05:19:41;Validating
145;2024-03-01 05:19:41;2024-03-01 05:19:41;Waiting in queue unmatched
146;2024-03-01 05:24:41;2024-03-01 05:24:43;Validating
59;2024-03-01 05:24:43;2024-03-01 05:24:45;Matching
146;2024-03-01 05:24:43;2024-03-01 05:24:45;Matching
147;2024-03-01 05:27:49;2024-03-01 05:27:51;Validating
147;2024-03-01 05:27:51;2024-03-01 05:27:51;Waiting in queue unmatched
148;2024-03-01 05:28:46;2024-03-01 05:28:48;Validating
148;2024-03-01 05:28:48;2024-03-01 05:28:48;Waiting in queue unmatched
149;2024-03-01 05:30:31;2024-03-01 05:30:33;Validating
149;2024-03-01 05:30:33;2024-03-01 05:30:33;Waiting in queue unmatched
150;2024-03-01 05:33:05;2024-03-01 05:33:07;Validating
109;2024-03-01 05:33:07;2024-03-01 05:33:09;Matching
150;2024-03-01 05:33:07;2024-03-01 05:33:09;Matching
151;2024-03-01 05:36:27;2024-03-01 05:36:29;Validating
151;2024-03-01 05:36:29;2024-03-01 05:36:29;Waiting in queue unmatched
152;2024-03-01 05:36:55;2024-03-01 05:36:57;Validating
152;2024-03-01 05:36:57;2024-03-01 05:36:57;Waiting in queue unmatched
153;2024-03-01 05:38:36;2024-03-01 05:38:38;Validating
153;2024-03-01 05:38:38;2024-03-01 05:38:38;Waiting in queue unmatched
154;2024-03-01 05:39:21;2024-03-01 05:39:23;Validating
154;2024-03-01 05:39:23;2024-03-01 05:39:23;Waiting in queue unmatched
155;2024-03-01 05:40:26;2024-03-01 05:40:28;Validating
155;2024-03-01 05:40:28;2024-03-01 05:40:28;Waiting in queue unmatched
156;2024-03-01 05:40:47;2024-03-01 05:40:49;Validating
153;2024-03-01 05:40:49;2024-03-01 05:40:51;Matching
156;2024-03-01 05:40:49;2024-03-01 05:40:51;Matching
157;2024-03-01 05:44:04;2024-03-01 05:44:06;Validating
157;2024-03-01 05:44:06;2024-03-01 05:44:06;Waiting in queue unmatched
158;2024-03-01 05:44:10;2024-03-01 05:44:12;Validating
158;2024-03-01 05:44:12;2024-03-01 05:44:12;Waiting in queue unmatched
159;2024-03-01 05:48:36;2024-03-01 05:48:38;Validating
159;2024-03-01 05:48:38;2024-03-01 05:48:38;Waiting in queue unmatched
160;2024-03-01 05:52:46;2024-03-01 05:52:48;Validating
160;2024-03-01 05:52:48;2024-03-01 05:52:48;Waiting in queue unmatched
161;2024-03-01 05:54:47;2024-03-01 05:54:49;Validating
161;2024-03-01 05:54:49;2024-03-01 05:54:49;Waiting in queue unmatched
162;2024-03-01 06:02:52;2024-03-01 06:02:54;Validating
162;2024-03-01 06:02:54;2024-03-01 06:02:54;Waiting in queue unmatched
163;2024-03-01 06:06:57;2024-03-01 06:06:59;Validating
163;2024-03-01 06:06:59;2024-03-01 06:06:59;Waiting in queue unmatched
164;2024-03-01 06:13:21;2024-03-01 06:13:23;Validating
164;2024-03-01 06:13:23;2024-03-01 06:13:23;Waiting in queue unmatched
165;2024-03-01 06:14:10;2024-03-01 06:14:12;Validating
165;2024-03-01 06:14:12;2024-03-01 06:14:12;Waiting in queue unmatched
166;2024-03-01 06:18:31;2024-03-01 06:18:33;Validating
