Starttime;Endtime;Activity;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;SettlementDeadline;T+x;case_id;case:concept:name;concept:name;time:timestamp;@@index;@@case_index;Sending Part;Sending Account ID;Initial Account Balance;Credit limit
2024-03-02 09:34:57+00:00;2024-03-02 09:34:58+00:00;Validating;2024-03-02 09:34:57+00:00;217097946.96;4;2;5;2;1044;2024-03-02 00:00:00+00:00;0;100;100;Validating;2024-03-02 09:34:57+00:00;10;2;4;2;3281205352.0;0.0
2024-03-02 09:34:58+00:00;2024-03-02 09:34:59+00:00;Matching;2024-03-02 09:34:57+00:00;217097946.96;4;2;5;2;1044;2024-03-02 00:00:00+00:00;0;100;100;Matching;2024-03-02 09:34:58+00:00;11;2;4;2;3281205352.0;0.0
2024-03-02 09:34:59+00:00;2024-03-02 09:35:00+00:00;Positioning;2024-03-02 09:34:57+00:00;217097946.96;4;2;5;2;1044;2024-03-02 00:00:00+00:00;0;100;100;Positioning;2024-03-02 09:34:59+00:00;12;2;4;2;3281205352.0;0.0
2024-03-02 09:35:00+00:00;2024-03-02 09:35:00+00:00;Settling;2024-03-02 09:34:57+00:00;217097946.96;4;2;5;2;1044;2024-03-02 00:00:00+00:00;0;100;100;Settling;2024-03-02 09:35:00+00:00;13;2;4;2;3281205352.0;0.0
2024-03-05 04:48:18+00:00;2024-03-05 04:48:19+00:00;Validating;2024-03-05 04:48:18+00:00;165551500.85;5;0;6;0;959;2024-03-05 00:00:00+00:00;0;1000;1000;Validating;2024-03-05 04:48:18+00:00;14;3;5;0;4386839325.35;4003653376.26
2024-03-05 04:48:19+00:00;2024-03-05 04:48:19+00:00;Waiting in backlog unmatched;2024-03-05 04:48:18+00:00;165551500.85;5;0;6;0;959;2024-03-05 00:00:00+00:00;0;1000;1000;Waiting in backlog unmatched;2024-03-05 04:48:19+00:00;15;3;5;0;4386839325.35;4003653376.26
2024-03-05 17:15:11+00:00;2024-03-05 17:15:12+00:00;Matching;2024-03-05 04:48:18+00:00;165551500.85;5;0;6;0;959;2024-03-05 00:00:00+00:00;0;1000;1000;Matching;2024-03-05 17:15:11+00:00;16;3;5;0;4386839325.35;4003653376.26
2024-03-05 17:15:12+00:00;2024-03-05 17:15:13+00:00;Positioning;2024-03-05 04:48:18+00:00;165551500.85;5;0;6;0;959;2024-03-05 00:00:00+00:00;0;1000;1000;Positioning;2024-03-05 17:15:12+00:00;17;3;5;0;4386839325.35;4003653376.26
2024-03-05 17:15:13+00:00;2024-03-05 17:15:13+00:00;Settling;2024-03-05 04:48:18+00:00;165551500.85;5;0;6;0;959;2024-03-05 00:00:00+00:00;0;1000;1000;Settling;2024-03-05 17:15:13+00:00;18;3;5;0;4386839325.35;4003653376.26
2024-03-05 04:49:20+00:00;2024-03-05 04:49:21+00:00;Validating;2024-03-05 04:49:20+00:00;246237979.55;6;5;5;5;1230;2024-03-05 00:00:00+00:00;0;1001;1001;Validating;2024-03-05 04:49:20+00:00;19;4;6;5;4827454077.0;0.0
2024-03-05 04:49:21+00:00;2024-03-05 04:49:21+00:00;Waiting in backlog unmatched;2024-03-05 04:49:20+00:00;246237979.55;6;5;5;5;1230;2024-03-05 00:00:00+00:00;0;1001;1001;Waiting in backlog unmatched;2024-03-05 04:49:21+00:00;20;4;6;5;4827454077.0;0.0
2024-03-06 06:29:53+00:00;2024-03-06 06:29:54+00:00;Matching;2024-03-05 04:49:20+00:00;246237979.55;6;5;5;5;1230;2024-03-05 00:00:00+00:00;0;1001;1001;Matching;2024-03-06 06:29:53+00:00;21;4;6;5;4827454077.0;0.0
2024-03-06 06:29:54+00:00;2024-03-06 06:29:55+00:00;Positioning;2024-03-05 04:49:20+00:00;246237979.55;6;5;5;5;1230;2024-03-05 00:00:00+00:00;0;1001;1001;Positioning;2024-03-06 06:29:54+00:00;22;4;6;5;4827454077.0;0.0
2024-03-06 06:29:55+00:00;2024-03-06 06:29:55+00:00;Settling;2024-03-05 04:49:20+00:00;246237979.55;6;5;5;5;1230;2024-03-05 00:00:00+00:00;0;1001;1001;Settling;2024-03-06 06:29:55+00:00;23;4;6;5;4827454077.0;0.0
2024-03-05 04:54:30+00:00;2024-03-05 04:54:31+00:00;Validating;2024-03-05 04:54:30+00:00;113839629.93;5;7;6;7;100;2024-03-05 00:00:00+00:00;0;1002;1002;Validating;2024-03-05 04:54:30+00:00;24;5;5;7;9810364464.0;0.0
2024-03-05 04:54:31+00:00;2024-03-05 04:54:31+00:00;Waiting in backlog unmatched;2024-03-05 04:54:30+00:00;113839629.93;5;7;6;7;100;2024-03-05 00:00:00+00:00;0;1002;1002;Waiting in backlog unmatched;2024-03-05 04:54:31+00:00;25;5;5;7;9810364464.0;0.0
2024-03-06 12:57:42+00:00;2024-03-06 12:57:43+00:00;Matching;2024-03-05 04:54:30+00:00;113839629.93;5;7;6;7;100;2024-03-05 00:00:00+00:00;0;1002;1002;Matching;2024-03-06 12:57:42+00:00;26;5;5;7;9810364464.0;0.0
2024-03-06 12:57:43+00:00;2024-03-06 12:57:44+00:00;Positioning;2024-03-05 04:54:30+00:00;113839629.93;5;7;6;7;100;2024-03-05 00:00:00+00:00;0;1002;1002;Positioning;2024-03-06 12:57:43+00:00;27;5;5;7;9810364464.0;0.0
2024-03-06 12:57:44+00:00;2024-03-06 12:57:44+00:00;Settling;2024-03-05 04:54:30+00:00;113839629.93;5;7;6;7;100;2024-03-05 00:00:00+00:00;0;1002;1002;Settling;2024-03-06 12:57:44+00:00;28;5;5;7;9810364464.0;0.0
2024-03-05 04:57:22+00:00;2024-03-05 04:57:23+00:00;Validating;2024-03-05 04:57:22+00:00;11693179.03;3;5;8;5;878;2024-03-05 00:00:00+00:00;0;1003;1003;Validating;2024-03-05 04:57:22+00:00;29;6;3;5;2258333699.0;0.0
2024-03-05 04:57:23+00:00;2024-03-05 04:57:23+00:00;Waiting in backlog unmatched;2024-03-05 04:57:22+00:00;11693179.03;3;5;8;5;878;2024-03-05 00:00:00+00:00;0;1003;1003;Waiting in backlog unmatched;2024-03-05 04:57:23+00:00;30;6;3;5;2258333699.0;0.0
2024-03-05 13:26:46+00:00;2024-03-05 13:26:47+00:00;Matching;2024-03-05 04:57:22+00:00;11693179.03;3;5;8;5;878;2024-03-05 00:00:00+00:00;0;1003;1003;Matching;2024-03-05 13:26:46+00:00;31;6;3;5;2258333699.0;0.0
2024-03-05 13:26:47+00:00;2024-03-05 13:26:48+00:00;Positioning;2024-03-05 04:57:22+00:00;11693179.03;3;5;8;5;878;2024-03-05 00:00:00+00:00;0;1003;1003;Positioning;2024-03-05 13:26:47+00:00;32;6;3;5;2258333699.0;0.0
2024-03-05 13:26:48+00:00;2024-03-05 13:26:48+00:00;Settling;2024-03-05 04:57:22+00:00;11693179.03;3;5;8;5;878;2024-03-05 00:00:00+00:00;0;1003;1003;Settling;2024-03-05 13:26:48+00:00;33;6;3;5;2258333699.0;0.0
2024-03-05 05:06:20+00:00;2024-03-05 05:06:21+00:00;Validating;2024-03-05 05:06:20+00:00;54561046.84;1;8;2;8;679;2024-03-05 00:00:00+00:00;0;1004;1004;Validating;2024-03-05 05:06:20+00:00;34;7;1;8;8380489510.0;0.0
2024-03-05 05:06:21+00:00;2024-03-05 05:06:22+00:00;Matching;2024-03-05 05:06:20+00:00;54561046.84;1;8;2;8;679;2024-03-05 00:00:00+00:00;0;1004;1004;Matching;2024-03-05 05:06:21+00:00;35;7;1;8;8380489510.0;0.0
2024-03-05 05:06:22+00:00;2024-03-05 05:06:23+00:00;Positioning;2024-03-05 05:06:20+00:00;54561046.84;1;8;2;8;679;2024-03-05 00:00:00+00:00;0;1004;1004;Positioning;2024-03-05 05:06:22+00:00;36;7;1;8;8380489510.0;0.0
2024-03-05 05:06:23+00:00;2024-03-05 05:06:23+00:00;Settling;2024-03-05 05:06:20+00:00;54561046.84;1;8;2;8;679;2024-03-05 00:00:00+00:00;0;1004;1004;Settling;2024-03-05 05:06:23+00:00;37;7;1;8;8380489510.0;0.0
2024-03-05 05:08:28+00:00;2024-03-05 05:08:29+00:00;Validating;2024-03-05 05:08:28+00:00;46870547.11;8;0;3;0;449;2024-03-05 00:00:00+00:00;0;1005;1005;Validating;2024-03-05 05:08:28+00:00;38;8;8;0;1054789317.31;1022863899.79
2024-03-05 05:08:29+00:00;2024-03-05 05:08:29+00:00;Waiting in backlog unmatched;2024-03-05 05:08:28+00:00;46870547.11;8;0;3;0;449;2024-03-05 00:00:00+00:00;0;1005;1005;Waiting in backlog unmatched;2024-03-05 05:08:29+00:00;39;8;8;0;1054789317.31;1022863899.79
2024-03-05 05:19:31+00:00;2024-03-05 05:19:32+00:00;Matching;2024-03-05 05:08:28+00:00;46870547.11;8;0;3;0;449;2024-03-05 00:00:00+00:00;0;1005;1005;Matching;2024-03-05 05:19:31+00:00;40;8;8;0;1054789317.31;1022863899.79
2024-03-05 05:19:32+00:00;2024-03-05 05:19:33+00:00;Positioning;2024-03-05 05:08:28+00:00;46870547.11;8;0;3;0;449;2024-03-05 00:00:00+00:00;0;1005;1005;Positioning;2024-03-05 05:19:32+00:00;41;8;8;0;1054789317.31;1022863899.79
2024-03-05 05:19:33+00:00;2024-03-05 05:19:33+00:00;Settling;2024-03-05 05:08:28+00:00;46870547.11;8;0;3;0;449;2024-03-05 00:00:00+00:00;0;1005;1005;Settling;2024-03-05 05:19:33+00:00;42;8;8;0;1054789317.31;1022863899.79
2024-03-05 05:10:01+00:00;2024-03-05 05:10:02+00:00;Validating;2024-03-05 05:10:01+00:00;96807463.84;5;1;3;1;460;2024-03-05 00:00:00+00:00;0;1006;1006;Validating;2024-03-05 05:10:01+00:00;43;9;5;1;2763963122.0;0.0
2024-03-05 05:10:02+00:00;2024-03-05 05:10:02+00:00;Waiting in backlog unmatched;2024-03-05 05:10:01+00:00;96807463.84;5;1;3;1;460;2024-03-05 00:00:00+00:00;0;1006;1006;Waiting in backlog unmatched;2024-03-05 05:10:02+00:00;44;9;5;1;2763963122.0;0.0
2024-03-05 18:35:51+00:00;2024-03-05 18:35:52+00:00;Matching;2024-03-05 05:10:01+00:00;96807463.84;5;1;3;1;460;2024-03-05 00:00:00+00:00;0;1006;1006;Matching;2024-03-05 18:35:51+00:00;45;9;5;1;2763963122.0;0.0
2024-03-05 18:35:52+00:00;2024-03-05 18:35:53+00:00;Positioning;2024-03-05 05:10:01+00:00;96807463.84;5;1;3;1;460;2024-03-05 00:00:00+00:00;0;1006;1006;Positioning;2024-03-05 18:35:52+00:00;46;9;5;1;2763963122.0;0.0
2024-03-05 18:35:53+00:00;2024-03-05 18:35:53+00:00;Settling;2024-03-05 05:10:01+00:00;96807463.84;5;1;3;1;460;2024-03-05 00:00:00+00:00;0;1006;1006;Settling;2024-03-05 18:35:53+00:00;47;9;5;1;2763963122.0;0.0
2024-03-05 05:19:30+00:00;2024-03-05 05:19:31+00:00;Validating;2024-03-05 05:19:30+00:00;46870547.11;3;2;8;2;449;2024-03-05 00:00:00+00:00;0;1007;1007;Validating;2024-03-05 05:19:30+00:00;48;10;3;2;5912060317.0;0.0
2024-03-05 05:19:31+00:00;2024-03-05 05:19:32+00:00;Matching;2024-03-05 05:19:30+00:00;46870547.11;3;2;8;2;449;2024-03-05 00:00:00+00:00;0;1007;1007;Matching;2024-03-05 05:19:31+00:00;49;10;3;2;5912060317.0;0.0
2024-03-05 05:19:32+00:00;2024-03-05 05:19:33+00:00;Positioning;2024-03-05 05:19:30+00:00;46870547.11;3;2;8;2;449;2024-03-05 00:00:00+00:00;0;1007;1007;Positioning;2024-03-05 05:19:32+00:00;50;10;3;2;5912060317.0;0.0
2024-03-05 05:19:33+00:00;2024-03-05 05:19:33+00:00;Settling;2024-03-05 05:19:30+00:00;46870547.11;3;2;8;2;449;2024-03-05 00:00:00+00:00;0;1007;1007;Settling;2024-03-05 05:19:33+00:00;51;10;3;2;5912060317.0;0.0
2024-03-05 05:20:30+00:00;2024-03-05 05:20:31+00:00;Validating;2024-03-05 05:20:30+00:00;63433434.64;6;7;7;7;940;2024-03-05 00:00:00+00:00;0;1008;1008;Validating;2024-03-05 05:20:30+00:00;52;11;6;7;2987970141.0;0.0
2024-03-05 05:20:31+00:00;2024-03-05 05:20:31+00:00;Waiting in backlog unmatched;2024-03-05 05:20:30+00:00;63433434.64;6;7;7;7;940;2024-03-05 00:00:00+00:00;0;1008;1008;Waiting in backlog unmatched;2024-03-05 05:20:31+00:00;53;11;6;7;2987970141.0;0.0
2024-03-06 14:24:03+00:00;2024-03-06 14:24:04+00:00;Matching;2024-03-05 05:20:30+00:00;63433434.64;6;7;7;7;940;2024-03-05 00:00:00+00:00;0;1008;1008;Matching;2024-03-06 14:24:03+00:00;54;11;6;7;2987970141.0;0.0
2024-03-06 14:24:04+00:00;2024-03-06 14:24:05+00:00;Positioning;2024-03-05 05:20:30+00:00;63433434.64;6;7;7;7;940;2024-03-05 00:00:00+00:00;0;1008;1008;Positioning;2024-03-06 14:24:04+00:00;55;11;6;7;2987970141.0;0.0
2024-03-06 14:24:05+00:00;2024-03-06 14:24:05+00:00;Settling;2024-03-05 05:20:30+00:00;63433434.64;6;7;7;7;940;2024-03-05 00:00:00+00:00;0;1008;1008;Settling;2024-03-06 14:24:05+00:00;56;11;6;7;2987970141.0;0.0
2024-03-05 05:23:58+00:00;2024-03-05 05:23:59+00:00;Validating;2024-03-05 05:23:58+00:00;217489639.07;1;2;3;2;798;2024-03-05 00:00:00+00:00;0;1009;1009;Validating;2024-03-05 05:23:58+00:00;57;12;1;2;7052684042.0;0.0
2024-03-05 05:23:59+00:00;2024-03-05 05:23:59+00:00;Waiting in backlog unmatched;2024-03-05 05:23:58+00:00;217489639.07;1;2;3;2;798;2024-03-05 00:00:00+00:00;0;1009;1009;Waiting in backlog unmatched;2024-03-05 05:23:59+00:00;58;12;1;2;7052684042.0;0.0
2024-03-05 12:16:57+00:00;2024-03-05 12:16:58+00:00;Matching;2024-03-05 05:23:58+00:00;217489639.07;1;2;3;2;798;2024-03-05 00:00:00+00:00;0;1009;1009;Matching;2024-03-05 12:16:57+00:00;59;12;1;2;7052684042.0;0.0
2024-03-05 12:16:58+00:00;2024-03-05 12:16:59+00:00;Positioning;2024-03-05 05:23:58+00:00;217489639.07;1;2;3;2;798;2024-03-05 00:00:00+00:00;0;1009;1009;Positioning;2024-03-05 12:16:58+00:00;60;12;1;2;7052684042.0;0.0
2024-03-05 12:16:59+00:00;2024-03-05 12:16:59+00:00;Settling;2024-03-05 05:23:58+00:00;217489639.07;1;2;3;2;798;2024-03-05 00:00:00+00:00;0;1009;1009;Settling;2024-03-05 12:16:59+00:00;61;12;1;2;7052684042.0;0.0
2024-03-02 09:37:11+00:00;2024-03-02 09:37:12+00:00;Validating;2024-03-02 09:37:11+00:00;131432644.97;7;0;2;0;781;2024-03-02 00:00:00+00:00;0;101;101;Validating;2024-03-02 09:37:11+00:00;62;13;7;0;2256157456.14;921644286.65
2024-03-02 09:37:12+00:00;2024-03-02 09:37:12+00:00;Waiting in backlog unmatched;2024-03-02 09:37:11+00:00;131432644.97;7;0;2;0;781;2024-03-02 00:00:00+00:00;0;101;101;Waiting in backlog unmatched;2024-03-02 09:37:12+00:00;63;13;7;0;2256157456.14;921644286.65
2024-03-02 12:03:14+00:00;2024-03-02 12:03:15+00:00;Matching;2024-03-02 09:37:11+00:00;131432644.97;7;0;2;0;781;2024-03-02 00:00:00+00:00;0;101;101;Matching;2024-03-02 12:03:14+00:00;64;13;7;0;2256157456.14;921644286.65
2024-03-02 12:03:15+00:00;2024-03-02 12:03:16+00:00;Positioning;2024-03-02 09:37:11+00:00;131432644.97;7;0;2;0;781;2024-03-02 00:00:00+00:00;0;101;101;Positioning;2024-03-02 12:03:15+00:00;65;13;7;0;2256157456.14;921644286.65
2024-03-02 12:03:16+00:00;2024-03-02 12:03:16+00:00;Settling;2024-03-02 09:37:11+00:00;131432644.97;7;0;2;0;781;2024-03-02 00:00:00+00:00;0;101;101;Settling;2024-03-02 12:03:16+00:00;66;13;7;0;2256157456.14;921644286.65
2024-03-05 05:29:08+00:00;2024-03-05 05:29:09+00:00;Validating;2024-03-05 05:29:08+00:00;117488742.13;6;0;5;0;1284;2024-03-04 00:00:00+00:00;0;1010;1010;Validating;2024-03-05 05:29:08+00:00;67;14;6;0;2562047408.12;852292620.73
2024-03-05 05:29:09+00:00;2024-03-05 05:29:10+00:00;Matching;2024-03-05 05:29:08+00:00;117488742.13;6;0;5;0;1284;2024-03-04 00:00:00+00:00;0;1010;1010;Matching;2024-03-05 05:29:09+00:00;68;14;6;0;2562047408.12;852292620.73
2024-03-05 05:29:10+00:00;2024-03-05 05:29:11+00:00;Positioning;2024-03-05 05:29:08+00:00;117488742.13;6;0;5;0;1284;2024-03-04 00:00:00+00:00;0;1010;1010;Positioning;2024-03-05 05:29:10+00:00;69;14;6;0;2562047408.12;852292620.73
2024-03-05 05:29:11+00:00;2024-03-05 05:29:11+00:00;Settling;2024-03-05 05:29:08+00:00;117488742.13;6;0;5;0;1284;2024-03-04 00:00:00+00:00;0;1010;1010;Settling;2024-03-05 05:29:11+00:00;70;14;6;0;2562047408.12;852292620.73
2024-03-05 05:30:33+00:00;2024-03-05 05:30:34+00:00;Validating;2024-03-05 05:30:33+00:00;246052595.84;5;0;6;0;1219;2024-03-03 00:00:00+00:00;0;1011;1011;Validating;2024-03-05 05:30:33+00:00;71;15;5;0;4386839325.35;4003653376.26
2024-03-05 05:30:34+00:00;2024-03-05 05:30:35+00:00;Matching;2024-03-05 05:30:33+00:00;246052595.84;5;0;6;0;1219;2024-03-03 00:00:00+00:00;0;1011;1011;Matching;2024-03-05 05:30:34+00:00;72;15;5;0;4386839325.35;4003653376.26
2024-03-05 05:30:35+00:00;2024-03-05 05:30:36+00:00;Positioning;2024-03-05 05:30:33+00:00;246052595.84;5;0;6;0;1219;2024-03-03 00:00:00+00:00;0;1011;1011;Positioning;2024-03-05 05:30:35+00:00;73;15;5;0;4386839325.35;4003653376.26
2024-03-05 05:30:36+00:00;2024-03-05 05:30:36+00:00;Settling;2024-03-05 05:30:33+00:00;246052595.84;5;0;6;0;1219;2024-03-03 00:00:00+00:00;0;1011;1011;Settling;2024-03-05 05:30:36+00:00;74;15;5;0;4386839325.35;4003653376.26
2024-03-05 05:50:56+00:00;2024-03-05 05:50:57+00:00;Validating;2024-03-05 05:50:56+00:00;179635169.48;8;1;2;1;247;2024-03-05 00:00:00+00:00;0;1012;1012;Validating;2024-03-05 05:50:56+00:00;75;16;8;1;1928531751.0;0.0
2024-03-05 05:50:57+00:00;2024-03-05 05:50:57+00:00;Waiting in backlog unmatched;2024-03-05 05:50:56+00:00;179635169.48;8;1;2;1;247;2024-03-05 00:00:00+00:00;0;1012;1012;Waiting in backlog unmatched;2024-03-05 05:50:57+00:00;76;16;8;1;1928531751.0;0.0
2024-03-05 14:34:11+00:00;2024-03-05 14:34:12+00:00;Matching;2024-03-05 05:50:56+00:00;179635169.48;8;1;2;1;247;2024-03-05 00:00:00+00:00;0;1012;1012;Matching;2024-03-05 14:34:11+00:00;77;16;8;1;1928531751.0;0.0
2024-03-05 14:34:12+00:00;2024-03-05 14:34:13+00:00;Positioning;2024-03-05 05:50:56+00:00;179635169.48;8;1;2;1;247;2024-03-05 00:00:00+00:00;0;1012;1012;Positioning;2024-03-05 14:34:12+00:00;78;16;8;1;1928531751.0;0.0
2024-03-05 14:34:13+00:00;2024-03-05 14:34:13+00:00;Settling;2024-03-05 05:50:56+00:00;179635169.48;8;1;2;1;247;2024-03-05 00:00:00+00:00;0;1012;1012;Settling;2024-03-05 14:34:13+00:00;79;16;8;1;1928531751.0;0.0
2024-03-05 05:51:07+00:00;2024-03-05 05:51:08+00:00;Validating;2024-03-05 05:51:07+00:00;216121060.15;7;5;4;5;1406;2024-03-05 00:00:00+00:00;0;1013;1013;Validating;2024-03-05 05:51:07+00:00;80;17;7;5;2838384111.0;0.0
2024-03-05 05:51:08+00:00;2024-03-05 05:51:08+00:00;Waiting in backlog unmatched;2024-03-05 05:51:07+00:00;216121060.15;7;5;4;5;1406;2024-03-05 00:00:00+00:00;0;1013;1013;Waiting in backlog unmatched;2024-03-05 05:51:08+00:00;81;17;7;5;2838384111.0;0.0
2024-03-05 09:16:00+00:00;2024-03-05 09:16:01+00:00;Matching;2024-03-05 05:51:07+00:00;216121060.15;7;5;4;5;1406;2024-03-05 00:00:00+00:00;0;1013;1013;Matching;2024-03-05 09:16:00+00:00;82;17;7;5;2838384111.0;0.0
2024-03-05 09:16:01+00:00;2024-03-05 09:16:02+00:00;Positioning;2024-03-05 05:51:07+00:00;216121060.15;7;5;4;5;1406;2024-03-05 00:00:00+00:00;0;1013;1013;Positioning;2024-03-05 09:16:01+00:00;83;17;7;5;2838384111.0;0.0
2024-03-05 09:16:02+00:00;2024-03-05 09:16:02+00:00;Settling;2024-03-05 05:51:07+00:00;216121060.15;7;5;4;5;1406;2024-03-05 00:00:00+00:00;0;1013;1013;Settling;2024-03-05 09:16:02+00:00;84;17;7;5;2838384111.0;0.0
2024-03-05 05:51:09+00:00;2024-03-05 05:51:10+00:00;Validating;2024-03-05 05:51:09+00:00;34051645.14;8;0;4;0;1087;2024-03-05 00:00:00+00:00;0;1014;1014;Validating;2024-03-05 05:51:09+00:00;85;18;8;0;1054789317.31;1022863899.79
2024-03-05 05:51:10+00:00;2024-03-05 05:51:11+00:00;Matching;2024-03-05 05:51:09+00:00;34051645.14;8;0;4;0;1087;2024-03-05 00:00:00+00:00;0;1014;1014;Matching;2024-03-05 05:51:10+00:00;86;18;8;0;1054789317.31;1022863899.79
2024-03-05 05:51:11+00:00;2024-03-05 05:51:12+00:00;Positioning;2024-03-05 05:51:09+00:00;34051645.14;8;0;4;0;1087;2024-03-05 00:00:00+00:00;0;1014;1014;Positioning;2024-03-05 05:51:11+00:00;87;18;8;0;1054789317.31;1022863899.79
2024-03-05 05:51:12+00:00;2024-03-05 05:51:12+00:00;Settling;2024-03-05 05:51:09+00:00;34051645.14;8;0;4;0;1087;2024-03-05 00:00:00+00:00;0;1014;1014;Settling;2024-03-05 05:51:12+00:00;88;18;8;0;1054789317.31;1022863899.79
2024-03-05 05:54:28+00:00;2024-03-05 05:54:29+00:00;Validating;2024-03-05 05:54:28+00:00;276439769.51;1;1;5;1;836;2024-03-05 00:00:00+00:00;0;1015;1015;Validating;2024-03-05 05:54:28+00:00;89;19;1;1;4039153082.0;0.0
2024-03-05 05:54:29+00:00;2024-03-05 05:54:29+00:00;Waiting in backlog unmatched;2024-03-05 05:54:28+00:00;276439769.51;1;1;5;1;836;2024-03-05 00:00:00+00:00;0;1015;1015;Waiting in backlog unmatched;2024-03-05 05:54:29+00:00;90;19;1;1;4039153082.0;0.0
2024-03-05 20:31:00+00:00;2024-03-05 20:31:01+00:00;Matching;2024-03-05 05:54:28+00:00;276439769.51;1;1;5;1;836;2024-03-05 00:00:00+00:00;0;1015;1015;Matching;2024-03-05 20:31:00+00:00;91;19;1;1;4039153082.0;0.0
2024-03-05 22:00:01+00:00;2024-03-05 22:00:02+00:00;Positioning;2024-03-05 05:54:28+00:00;276439769.51;1;1;5;1;836;2024-03-05 00:00:00+00:00;0;1015;1015;Positioning;2024-03-05 22:00:01+00:00;92;19;1;1;4039153082.0;0.0
2024-03-05 22:00:02+00:00;2024-03-05 22:00:02+00:00;Settling;2024-03-05 05:54:28+00:00;276439769.51;1;1;5;1;836;2024-03-05 00:00:00+00:00;0;1015;1015;Settling;2024-03-05 22:00:02+00:00;93;19;1;1;4039153082.0;0.0
2024-03-05 05:57:52+00:00;2024-03-05 05:57:53+00:00;Validating;2024-03-05 05:57:52+00:00;199885673.41;7;7;1;7;298;2024-03-05 00:00:00+00:00;0;1016;1016;Validating;2024-03-05 05:57:52+00:00;94;20;7;7;6247531142.0;0.0
2024-03-05 05:57:53+00:00;2024-03-05 05:57:53+00:00;Waiting in backlog unmatched;2024-03-05 05:57:52+00:00;199885673.41;7;7;1;7;298;2024-03-05 00:00:00+00:00;0;1016;1016;Waiting in backlog unmatched;2024-03-05 05:57:53+00:00;95;20;7;7;6247531142.0;0.0
2024-03-06 07:12:31+00:00;2024-03-06 07:12:32+00:00;Matching;2024-03-05 05:57:52+00:00;199885673.41;7;7;1;7;298;2024-03-05 00:00:00+00:00;0;1016;1016;Matching;2024-03-06 07:12:31+00:00;96;20;7;7;6247531142.0;0.0
2024-03-06 07:12:32+00:00;2024-03-06 07:12:33+00:00;Positioning;2024-03-05 05:57:52+00:00;199885673.41;7;7;1;7;298;2024-03-05 00:00:00+00:00;0;1016;1016;Positioning;2024-03-06 07:12:32+00:00;97;20;7;7;6247531142.0;0.0
