TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;SettlementDeadline
41;2024-03-05 12:54:35;48486422.56;2;5;1;5;39;2024-03-06
42;2024-03-05 13:53:46;372382399.02;3;7;1;7;32;2024-03-05
43;2024-03-05 14:57:04;48486422.56;1;0;2;0;39;2024-03-06
44;2024-03-05 16:06:15;32034000.91;2;8;4;8;47;2024-03-06
45;2024-03-05 16:28:54;229926990.94;4;3;1;3;29;2024-03-05
46;2024-03-05 18:02:52;32034000.91;4;0;2;0;47;2024-03-06
47;2024-03-05 18:57:02;119712643.1;2;1;3;1;2;2024-03-05
48;2024-03-05 22:22:18;57310690.55;3;0;4;0;35;2024-03-04
49;2024-03-05 23:44:09;35068891.16;2;0;4;0;11;2024-03-05
50;2024-03-06 00:00:20;358655230.62;4;0;2;0;16;2024-03-06
51;2024-03-06 00:07:52;460732931.0;4;0;5;0;15;2024-03-06
52;2024-03-06 00:38:59;372382399.02;1;0;3;0;32;2024-03-05
53;2024-03-06 01:05:10;85049127.67;2;0;3;0;13;2024-03-06
54;2024-03-06 02:22:48;230388527.28;3;8;5;8;43;2024-03-07
55;2024-03-06 02:59:29;64782996.16;3;0;5;0;50;2024-03-06
56;2024-03-06 03:49:24;68825281.48;4;8;1;8;3;2024-03-07
57;2024-03-06 04:30:29;460042857.56;4;0;3;0;26;2024-03-06
58;2024-03-06 07:51:01;252330708.2;5;0;4;0;12;2024-03-06
59;2024-03-06 07:53:16;252330708.2;4;8;5;8;12;2024-03-06
60;2024-03-06 08:56:03;68825281.48;1;0;4;0;3;2024-03-07
61;2024-03-06 11:04:11;113614371.87;5;4;1;4;21;2024-03-05
62;2024-03-06 12:40:07;159667746.02;5;0;3;0;17;2024-03-06
63;2024-03-06 15:44:42;328079348.29;2;5;5;5;34;2024-03-06
64;2024-03-06 16:27:14;358655230.62;2;6;4;6;16;2024-03-06
65;2024-03-06 16:50:10;460732931.0;5;3;4;3;15;2024-03-06
66;2024-03-06 17:39:10;159667746.02;3;5;5;5;17;2024-03-06
67;2024-03-06 18:11:44;258808737.41;2;0;1;0;51;2024-03-08
68;2024-03-06 19:23:21;64782996.16;5;1;3;1;50;2024-03-06
69;2024-03-06 19:33:06;408450064.18;4;0;3;0;27;2024-03-07
70;2024-03-06 21:21:41;408450064.18;3;8;4;8;27;2024-03-07
71;2024-03-06 21:46:48;85049127.67;3;1;2;1;13;2024-03-06
72;2024-03-06 22:54:39;230388527.28;5;0;3;0;43;2024-03-07
73;2024-03-06 23:45:58;258808737.41;1;8;2;8;51;2024-03-08
74;2024-03-07 00:10:42;119240699.76;5;8;2;8;5;2024-03-09
75;2024-03-07 00:15:54;268114881.72;1;0;2;0;31;2024-03-08
76;2024-03-07 00:24:50;136421295.36;3;4;2;4;22;2024-03-08
77;2024-03-07 00:55:12;38525410.86;2;5;4;5;38;2024-03-08
78;2024-03-07 07:55:09;321232285.56;1;0;5;0;24;2024-03-09
79;2024-03-07 09:11:00;386874060.42;4;0;1;0;6;2024-03-08
80;2024-03-07 11:13:59;268114881.72;2;1;1;1;31;2024-03-08
81;2024-03-07 11:40:27;300650170.7;5;3;4;3;45;2024-03-08
82;2024-03-07 16:29:33;136421295.36;2;0;3;0;22;2024-03-08
83;2024-03-07 16:36:25;321232285.56;5;2;1;2;24;2024-03-09
84;2024-03-07 17:56:42;386874060.42;1;1;4;1;6;2024-03-08
85;2024-03-07 17:59:13;460042857.56;3;2;4;2;26;2024-03-06
86;2024-03-07 19:46:59;300650170.7;4;0;5;0;45;2024-03-08
87;2024-03-08 01:20:20;315329357.22;1;0;2;0;23;2024-03-10
88;2024-03-08 02:01:11;409473295.73;2;2;4;2;20;2024-03-08
89;2024-03-08 03:27:39;357679662.36;4;0;2;0;41;2024-03-08
90;2024-03-08 03:47:29;38525410.86;4;0;2;0;38;2024-03-08
91;2024-03-08 05:25:05;222916089.94;4;0;1;0;18;2024-03-08
92;2024-03-08 08:04:41;223472164.97;2;8;5;8;25;2024-03-09
93;2024-03-08 08:51:30;497647248.64;3;8;4;8;44;2024-03-10
94;2024-03-08 12:16:17;222916089.94;1;2;4;2;18;2024-03-08
95;2024-03-08 12:52:22;409473295.73;4;0;2;0;20;2024-03-08
96;2024-03-08 13:03:34;119240699.76;2;0;5;0;5;2024-03-09
97;2024-03-08 13:32:40;223472164.97;5;0;2;0;25;2024-03-09
98;2024-03-08 17:42:46;315329357.22;2;8;1;8;23;2024-03-10
99;2024-03-08 18:26:46;357679662.36;2;1;4;1;41;2024-03-08
100;2024-03-08 19:10:11;497647248.64;4;0;3;0;44;2024-03-10
