TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;SettlementDeadline
68;2024-03-07 06:47:04;153265593.79;3;0;4;0;11;2024-03-08
69;2024-03-07 12:24:58;38257120.55;2;0;4;0;9;2024-03-07
70;2024-03-07 13:51:02;38257120.55;4;3;2;3;9;2024-03-07
71;2024-03-07 15:04:33;55932390.39;1;0;3;0;33;2024-03-07
72;2024-03-07 15:40:15;151065611.11;5;2;4;2;20;2024-03-08
73;2024-03-07 17:37:49;101118687.69;2;6;3;6;15;2024-03-07
74;2024-03-07 17:39:16;155339145.01;5;5;4;5;30;2024-03-08
75;2024-03-07 18:08:49;17268737.63;5;1;4;1;14;2024-03-09
76;2024-03-07 19:45:07;164090778.26;3;0;2;0;27;2024-03-07
77;2024-03-07 20:17:23;17268737.63;4;0;5;0;14;2024-03-09
78;2024-03-07 20:58:11;153265593.79;4;3;3;3;11;2024-03-08
79;2024-03-08 00:27:16;159379875.19;5;7;3;7;43;2024-03-09
80;2024-03-08 00:42:39;23852741.05;5;0;3;0;47;2024-03-08
81;2024-03-08 00:57:00;128725557.24;2;3;3;3;16;2024-03-08
82;2024-03-08 01:24:31;37346977.86;1;3;5;3;51;2024-03-10
83;2024-03-08 01:46:29;128725557.24;3;0;2;0;16;2024-03-08
84;2024-03-08 03:24:55;159379875.19;3;0;5;0;43;2024-03-09
85;2024-03-08 07:46:38;122416183.04;4;8;3;8;6;2024-03-10
86;2024-03-08 10:54:00;122416183.04;3;0;4;0;6;2024-03-10
87;2024-03-08 11:00:52;38088458.83;2;0;3;0;29;2024-03-09
88;2024-03-08 12:40:58;116412652.4;1;0;3;0;44;2024-03-09
89;2024-03-08 13:01:32;130546970.21;2;0;4;0;39;2024-03-08
90;2024-03-08 13:31:22;38088458.83;3;6;2;6;29;2024-03-09
91;2024-03-08 13:50:12;101118687.69;3;0;2;0;15;2024-03-07
92;2024-03-08 14:25:56;43254280.98;2;2;3;2;24;2024-03-08
93;2024-03-08 14:58:43;23852741.05;3;8;5;8;47;2024-03-08
94;2024-03-08 16:00:32;164510786.29;2;5;3;5;32;2024-03-09
95;2024-03-08 16:50:20;43254280.98;3;0;2;0;24;2024-03-08
96;2024-03-08 19:16:00;116412652.4;3;8;1;8;44;2024-03-09
97;2024-03-08 20:23:26;164510786.29;3;0;2;0;32;2024-03-09
98;2024-03-08 21:31:36;28296353.42;2;5;1;5;26;2024-03-08
99;2024-03-08 21:48:39;130546970.21;4;2;2;2;39;2024-03-08
100;2024-03-08 23:44:55;37346977.86;5;0;1;0;51;2024-03-10
