TID;Starttime;Endtime;Activity
70;2024-03-02 06:29:24;2024-03-02 06:29:24;Waiting in backlog unmatched
71;2024-03-02 06:31:06;2024-03-02 06:31:07;Validating
71;2024-03-02 06:31:07;2024-03-02 06:31:07;Waiting in backlog unmatched
72;2024-03-02 06:36:29;2024-03-02 06:36:30;Validating
72;2024-03-02 06:36:30;2024-03-02 06:36:30;Waiting in backlog unmatched
73;2024-03-02 06:40:36;2024-03-02 06:40:37;Validating
20;2024-03-02 06:40:37;2024-03-02 06:40:38;Matching
73;2024-03-02 06:40:37;2024-03-02 06:40:38;Matching
74;2024-03-02 06:40:39;2024-03-02 06:40:40;Validating
68;2024-03-02 06:40:40;2024-03-02 06:40:41;Matching
74;2024-03-02 06:40:40;2024-03-02 06:40:41;Matching
68;2024-03-02 06:40:41;2024-03-02 06:40:42;Positioning
74;2024-03-02 06:40:41;2024-03-02 06:40:42;Positioning
68;2024-03-02 06:40:42;2024-03-02 06:40:42;Settling
74;2024-03-02 06:40:42;2024-03-02 06:40:42;Settling
75;2024-03-02 06:41:22;2024-03-02 06:41:23;Validating
69;2024-03-02 06:41:23;2024-03-02 06:41:24;Matching
75;2024-03-02 06:41:23;2024-03-02 06:41:24;Matching
76;2024-03-02 06:42:05;2024-03-02 06:42:06;Validating
76;2024-03-02 06:42:06;2024-03-02 06:42:06;Waiting in backlog unmatched
77;2024-03-02 06:54:24;2024-03-02 06:54:25;Validating
78;2024-03-02 06:54:25;2024-03-02 06:54:26;Validating
43;2024-03-02 06:54:25;2024-03-02 06:54:26;Matching
77;2024-03-02 06:54:25;2024-03-02 06:54:26;Matching
47;2024-03-02 06:54:26;2024-03-02 06:54:27;Matching
78;2024-03-02 06:54:26;2024-03-02 06:54:27;Matching
79;2024-03-02 06:56:58;2024-03-02 06:56:59;Validating
79;2024-03-02 06:56:59;2024-03-02 06:56:59;Waiting in backlog unmatched
80;2024-03-02 07:03:51;2024-03-02 07:03:52;Validating
80;2024-03-02 07:03:52;2024-03-02 07:03:52;Waiting in backlog unmatched
81;2024-03-02 07:05:00;2024-03-02 07:05:01;Validating
81;2024-03-02 07:05:01;2024-03-02 07:05:01;Waiting in backlog unmatched
82;2024-03-02 07:05:30;2024-03-02 07:05:31;Validating
7;2024-03-02 07:05:31;2024-03-02 07:05:32;Matching
82;2024-03-02 07:05:31;2024-03-02 07:05:32;Matching
7;2024-03-02 07:05:32;2024-03-02 07:05:33;Positioning
82;2024-03-02 07:05:32;2024-03-02 07:05:33;Positioning
7;2024-03-02 07:05:33;2024-03-02 07:05:33;Settling
82;2024-03-02 07:05:33;2024-03-02 07:05:33;Settling
83;2024-03-02 07:05:54;2024-03-02 07:05:55;Validating
1;2024-03-02 07:05:55;2024-03-02 07:05:56;Matching
83;2024-03-02 07:05:55;2024-03-02 07:05:56;Matching
84;2024-03-02 07:06:42;2024-03-02 07:06:43;Validating
84;2024-03-02 07:06:43;2024-03-02 07:06:43;Waiting in backlog unmatched
85;2024-03-02 07:10:34;2024-03-02 07:10:35;Validating
42;2024-03-02 07:10:35;2024-03-02 07:10:36;Matching
85;2024-03-02 07:10:35;2024-03-02 07:10:36;Matching
86;2024-03-02 07:16:29;2024-03-02 07:16:30;Validating
86;2024-03-02 07:16:30;2024-03-02 07:16:30;Waiting in backlog unmatched
87;2024-03-02 07:17:24;2024-03-02 07:17:25;Validating
87;2024-03-02 07:17:25;2024-03-02 07:17:25;Waiting in backlog unmatched
88;2024-03-02 07:21:36;2024-03-02 07:21:37;Validating
17;2024-03-02 07:21:37;2024-03-02 07:21:38;Matching
88;2024-03-02 07:21:37;2024-03-02 07:21:38;Matching
17;2024-03-02 07:21:38;2024-03-02 07:21:39;Positioning
88;2024-03-02 07:21:38;2024-03-02 07:21:39;Positioning
17;2024-03-02 07:21:39;2024-03-02 07:21:39;Settling
88;2024-03-02 07:21:39;2024-03-02 07:21:39;Settling
89;2024-03-02 07:38:28;2024-03-02 07:38:29;Validating
89;2024-03-02 07:38:29;2024-03-02 07:38:29;Waiting in backlog unmatched
90;2024-03-02 07:40:16;2024-03-02 07:40:17;Validating
90;2024-03-02 07:40:17;2024-03-02 07:40:17;Waiting in backlog unmatched
91;2024-03-02 07:46:40;2024-03-02 07:46:41;Validating
91;2024-03-02 07:46:41;2024-03-02 07:46:41;Waiting in backlog unmatched
92;2024-03-02 07:49:39;2024-03-02 07:49:40;Validating
55;2024-03-02 07:49:40;2024-03-02 07:49:41;Matching
92;2024-03-02 07:49:40;2024-03-02 07:49:41;Matching
93;2024-03-02 07:50:05;2024-03-02 07:50:06;Validating
31;2024-03-02 07:50:06;2024-03-02 07:50:07;Matching
93;2024-03-02 07:50:06;2024-03-02 07:50:07;Matching
31;2024-03-02 07:50:07;2024-03-02 07:50:08;Positioning
93;2024-03-02 07:50:07;2024-03-02 07:50:08;Positioning
31;2024-03-02 07:50:08;2024-03-02 07:50:08;Settling
93;2024-03-02 07:50:08;2024-03-02 07:50:08;Settling
94;2024-03-02 07:50:49;2024-03-02 07:50:50;Validating
94;2024-03-02 07:50:50;2024-03-02 07:50:50;Waiting in backlog unmatched
95;2024-03-02 07:53:44;2024-03-02 07:53:45;Validating
72;2024-03-02 07:53:45;2024-03-02 07:53:46;Matching
95;2024-03-02 07:53:45;2024-03-02 07:53:46;Matching
96;2024-03-02 08:01:38;2024-03-02 08:01:39;Validating
58;2024-03-02 08:01:39;2024-03-02 08:01:40;Matching
96;2024-03-02 08:01:39;2024-03-02 08:01:40;Matching
97;2024-03-02 08:01:49;2024-03-02 08:01:50;Validating
97;2024-03-02 08:01:50;2024-03-02 08:01:50;Waiting in backlog unmatched
98;2024-03-02 08:18:40;2024-03-02 08:18:41;Validating
98;2024-03-02 08:18:41;2024-03-02 08:18:41;Waiting in backlog unmatched
99;2024-03-02 08:19:03;2024-03-02 08:19:04;Validating
39;2024-03-02 08:19:04;2024-03-02 08:19:05;Matching
99;2024-03-02 08:19:04;2024-03-02 08:19:05;Matching
100;2024-03-02 08:26:23;2024-03-02 08:26:24;Validating
100;2024-03-02 08:26:24;2024-03-02 08:26:24;Waiting in backlog unmatched
101;2024-03-02 08:28:17;2024-03-02 08:28:18;Validating
101;2024-03-02 08:28:18;2024-03-02 08:28:18;Waiting in backlog unmatched
102;2024-03-02 08:28:53;2024-03-02 08:28:54;Validating
102;2024-03-02 08:28:54;2024-03-02 08:28:54;Waiting in backlog unmatched
103;2024-03-02 08:37:43;2024-03-02 08:37:44;Validating
103;2024-03-02 08:37:44;2024-03-02 08:37:44;Waiting in backlog unmatched
104;2024-03-02 08:38:26;2024-03-02 08:38:27;Validating
104;2024-03-02 08:38:27;2024-03-02 08:38:27;Waiting in backlog unmatched
105;2024-03-02 08:45:32;2024-03-02 08:45:33;Validating
105;2024-03-02 08:45:33;2024-03-02 08:45:33;Waiting in backlog unmatched
106;2024-03-02 08:48:08;2024-03-02 08:48:09;Validating
106;2024-03-02 08:48:09;2024-03-02 08:48:09;Waiting in backlog unmatched
107;2024-03-02 08:54:25;2024-03-02 08:54:26;Validating
107;2024-03-02 08:54:26;2024-03-02 08:54:26;Waiting in backlog unmatched
108;2024-03-02 08:57:35;2024-03-02 08:57:36;Validating
108;2024-03-02 08:57:36;2024-03-02 08:57:36;Waiting in backlog unmatched
109;2024-03-02 09:12:02;2024-03-02 09:12:03;Validating
109;2024-03-02 09:12:03;2024-03-02 09:12:03;Waiting in backlog unmatched
110;2024-03-02 09:19:19;2024-03-02 09:19:20;Validating
40;2024-03-02 09:19:20;2024-03-02 09:19:21;Matching
110;2024-03-02 09:19:20;2024-03-02 09:19:21;Matching
111;2024-03-02 09:20:05;2024-03-02 09:20:06;Validating
111;2024-03-02 09:20:06;2024-03-02 09:20:06;Waiting in backlog unmatched
112;2024-03-02 09:21:01;2024-03-02 09:21:02;Validating
6;2024-03-02 09:21:02;2024-03-02 09:21:03;Matching
112;2024-03-02 09:21:02;2024-03-02 09:21:03;Matching
113;2024-03-02 09:32:08;2024-03-02 09:32:09;Validating
113;2024-03-02 09:32:09;2024-03-02 09:32:09;Waiting in backlog unmatched
114;2024-03-02 09:42:45;2024-03-02 09:42:46;Validating
114;2024-03-02 09:42:46;2024-03-02 09:42:46;Waiting in backlog unmatched
115;2024-03-02 09:45:20;2024-03-02 09:45:21;Validating
94;2024-03-02 09:45:21;2024-03-02 09:45:22;Matching
115;2024-03-02 09:45:21;2024-03-02 09:45:22;Matching
94;2024-03-02 09:45:22;2024-03-02 09:45:23;Positioning
115;2024-03-02 09:45:22;2024-03-02 09:45:23;Positioning
94;2024-03-02 09:45:23;2024-03-02 09:45:23;Settling
115;2024-03-02 09:45:23;2024-03-02 09:45:23;Settling
116;2024-03-02 09:45:48;2024-03-02 09:45:49;Validating
84;2024-03-02 09:45:49;2024-03-02 09:45:50;Matching
116;2024-03-02 09:45:49;2024-03-02 09:45:50;Matching
84;2024-03-02 09:45:50;2024-03-02 09:45:51;Positioning
116;2024-03-02 09:45:50;2024-03-02 09:45:51;Positioning
84;2024-03-02 09:45:51;2024-03-02 09:45:51;Settling
116;2024-03-02 09:45:51;2024-03-02 09:45:51;Settling
117;2024-03-02 09:46:55;2024-03-02 09:46:56;Validating
117;2024-03-02 09:46:56;2024-03-02 09:46:56;Waiting in backlog unmatched
118;2024-03-02 09:50:49;2024-03-02 09:50:50;Validating
118;2024-03-02 09:50:50;2024-03-02 09:50:50;Waiting in backlog unmatched
119;2024-03-02 09:53:55;2024-03-02 09:53:56;Validating
119;2024-03-02 09:53:56;2024-03-02 09:53:56;Waiting in backlog unmatched
120;2024-03-02 09:54:36;2024-03-02 09:54:37;Validating
120;2024-03-02 09:54:37;2024-03-02 09:54:37;Waiting in backlog unmatched
121;2024-03-02 09:55:22;2024-03-02 09:55:23;Validating
121;2024-03-02 09:55:23;2024-03-02 09:55:23;Waiting in backlog unmatched
122;2024-03-02 09:55:36;2024-03-02 09:55:37;Validating
37;2024-03-02 09:55:37;2024-03-02 09:55:38;Matching
122;2024-03-02 09:55:37;2024-03-02 09:55:38;Matching
123;2024-03-02 09:55:40;2024-03-02 09:55:41;Validating
87;2024-03-02 09:55:41;2024-03-02 09:55:42;Matching
123;2024-03-02 09:55:41;2024-03-02 09:55:42;Matching
87;2024-03-02 09:55:42;2024-03-02 09:55:43;Positioning
123;2024-03-02 09:55:42;2024-03-02 09:55:43;Positioning
87;2024-03-02 09:55:43;2024-03-02 09:55:43;Settling
123;2024-03-02 09:55:43;2024-03-02 09:55:43;Settling
124;2024-03-02 10:04:59;2024-03-02 10:05:00;Validating
124;2024-03-02 10:05:00;2024-03-02 10:05:00;Waiting in backlog unmatched
125;2024-03-02 10:11:42;2024-03-02 10:11:43;Validating
125;2024-03-02 10:11:43;2024-03-02 10:11:43;Waiting in backlog unmatched
126;2024-03-02 10:24:20;2024-03-02 10:24:21;Validating
121;2024-03-02 10:24:21;2024-03-02 10:24:22;Matching
126;2024-03-02 10:24:21;2024-03-02 10:24:22;Matching
127;2024-03-02 10:27:10;2024-03-02 10:27:11;Validating
111;2024-03-02 10:27:11;2024-03-02 10:27:12;Matching
127;2024-03-02 10:27:11;2024-03-02 10:27:12;Matching
111;2024-03-02 10:27:12;2024-03-02 10:27:13;Positioning
127;2024-03-02 10:27:12;2024-03-02 10:27:13;Positioning
111;2024-03-02 10:27:13;2024-03-02 10:27:13;Settling
127;2024-03-02 10:27:13;2024-03-02 10:27:13;Settling
128;2024-03-02 10:31:53;2024-03-02 10:31:54;Validating
128;2024-03-02 10:31:54;2024-03-02 10:31:54;Waiting in backlog unmatched
129;2024-03-02 10:37:56;2024-03-02 10:37:57;Validating
36;2024-03-02 10:37:57;2024-03-02 10:37:58;Matching
129;2024-03-02 10:37:57;2024-03-02 10:37:58;Matching
130;2024-03-02 10:38:58;2024-03-02 10:38:59;Validating
130;2024-03-02 10:38:59;2024-03-02 10:38:59;Waiting in backlog unmatched
131;2024-03-02 10:39:02;2024-03-02 10:39:03;Validating
131;2024-03-02 10:39:03;2024-03-02 10:39:03;Waiting in backlog unmatched
132;2024-03-02 10:42:06;2024-03-02 10:42:07;Validating
71;2024-03-02 10:42:07;2024-03-02 10:42:08;Matching
132;2024-03-02 10:42:07;2024-03-02 10:42:08;Matching
133;2024-03-02 10:44:21;2024-03-02 10:44:22;Validating
133;2024-03-02 10:44:22;2024-03-02 10:44:22;Waiting in backlog unmatched
134;2024-03-02 10:45:44;2024-03-02 10:45:45;Validating
134;2024-03-02 10:45:45;2024-03-02 10:45:45;Waiting in backlog unmatched
135;2024-03-02 10:46:54;2024-03-02 10:46:55;Validating
120;2024-03-02 10:46:55;2024-03-02 10:46:56;Matching
135;2024-03-02 10:46:55;2024-03-02 10:46:56;Matching
136;2024-03-02 10:47:51;2024-03-02 10:47:52;Validating
136;2024-03-02 10:47:52;2024-03-02 10:47:52;Waiting in backlog unmatched
137;2024-03-02 10:50:08;2024-03-02 10:50:09;Validating
28;2024-03-02 10:50:09;2024-03-02 10:50:10;Matching
137;2024-03-02 10:50:09;2024-03-02 10:50:10;Matching
28;2024-03-02 10:50:10;2024-03-02 10:50:11;Positioning
137;2024-03-02 10:50:10;2024-03-02 10:50:11;Positioning
28;2024-03-02 10:50:11;2024-03-02 10:50:11;Settling
137;2024-03-02 10:50:11;2024-03-02 10:50:11;Settling
138;2024-03-02 11:03:22;2024-03-02 11:03:23;Validating
138;2024-03-02 11:03:23;2024-03-02 11:03:23;Waiting in backlog unmatched
139;2024-03-02 11:14:55;2024-03-02 11:14:56;Validating
48;2024-03-02 11:14:56;2024-03-02 11:14:57;Matching
139;2024-03-02 11:14:56;2024-03-02 11:14:57;Matching
48;2024-03-02 11:14:57;2024-03-02 11:14:58;Positioning
139;2024-03-02 11:14:57;2024-03-02 11:14:58;Positioning
48;2024-03-02 11:14:58;2024-03-02 11:14:58;Settling
139;2024-03-02 11:14:58;2024-03-02 11:14:58;Settling
140;2024-03-02 11:19:34;2024-03-02 11:19:35;Validating
140;2024-03-02 11:19:35;2024-03-02 11:19:35;Waiting in backlog unmatched
141;2024-03-02 11:28:24;2024-03-02 11:28:25;Validating
34;2024-03-02 11:28:25;2024-03-02 11:28:26;Matching
141;2024-03-02 11:28:25;2024-03-02 11:28:26;Matching
142;2024-03-02 11:29:06;2024-03-02 11:29:07;Validating
15;2024-03-02 11:29:07;2024-03-02 11:29:08;Matching
142;2024-03-02 11:29:07;2024-03-02 11:29:08;Matching
143;2024-03-02 11:31:13;2024-03-02 11:31:14;Validating
143;2024-03-02 11:31:14;2024-03-02 11:31:14;Waiting in backlog unmatched
144;2024-03-02 11:33:31;2024-03-02 11:33:32;Validating
12;2024-03-02 11:33:32;2024-03-02 11:33:33;Matching
144;2024-03-02 11:33:32;2024-03-02 11:33:33;Matching
145;2024-03-02 11:39:33;2024-03-02 11:39:34;Validating
145;2024-03-02 11:39:34;2024-03-02 11:39:34;Waiting in backlog unmatched
146;2024-03-02 11:40:19;2024-03-02 11:40:20;Validating
131;2024-03-02 11:40:20;2024-03-02 11:40:21;Matching
146;2024-03-02 11:40:20;2024-03-02 11:40:21;Matching
147;2024-03-02 11:46:31;2024-03-02 11:46:32;Validating
147;2024-03-02 11:46:32;2024-03-02 11:46:32;Waiting in backlog unmatched
148;2024-03-02 11:51:50;2024-03-02 11:51:51;Validating
148;2024-03-02 11:51:51;2024-03-02 11:51:51;Waiting in backlog unmatched
149;2024-03-02 11:53:52;2024-03-02 11:53:53;Validating
136;2024-03-02 11:53:53;2024-03-02 11:53:54;Matching
149;2024-03-02 11:53:53;2024-03-02 11:53:54;Matching
150;2024-03-02 11:57:25;2024-03-02 11:57:26;Validating
64;2024-03-02 11:57:26;2024-03-02 11:57:27;Matching
150;2024-03-02 11:57:26;2024-03-02 11:57:27;Matching
151;2024-03-02 11:58:18;2024-03-02 11:58:19;Validating
151;2024-03-02 11:58:19;2024-03-02 11:58:19;Waiting in backlog unmatched
152;2024-03-02 12:05:59;2024-03-02 12:06:00;Validating
152;2024-03-02 12:06:00;2024-03-02 12:06:00;Waiting in backlog unmatched
153;2024-03-02 12:08:37;2024-03-02 12:08:38;Validating
153;2024-03-02 12:08:38;2024-03-02 12:08:38;Waiting in backlog unmatched
154;2024-03-02 12:31:19;2024-03-02 12:31:20;Validating
143;2024-03-02 12:31:20;2024-03-02 12:31:21;Matching
154;2024-03-02 12:31:20;2024-03-02 12:31:21;Matching
143;2024-03-02 12:31:21;2024-03-02 12:31:22;Positioning
154;2024-03-02 12:31:21;2024-03-02 12:31:22;Positioning
143;2024-03-02 12:31:22;2024-03-02 12:31:22;Settling
154;2024-03-02 12:31:22;2024-03-02 12:31:22;Settling
155;2024-03-02 12:31:35;2024-03-02 12:31:36;Validating
155;2024-03-02 12:31:36;2024-03-02 12:31:36;Waiting in backlog unmatched
156;2024-03-02 12:32:50;2024-03-02 12:32:51;Validating
128;2024-03-02 12:32:51;2024-03-02 12:32:52;Matching
156;2024-03-02 12:32:51;2024-03-02 12:32:52;Matching
157;2024-03-02 12:43:38;2024-03-02 12:43:39;Validating
108;2024-03-02 12:43:39;2024-03-02 12:43:40;Matching
157;2024-03-02 12:43:39;2024-03-02 12:43:40;Matching
